player_id,player,team,position,minutes,matches,cluster,role_label
6u5110uirl21q32w45o5ieqz8,A. Zova,SD Aucas,DEF,1614.6666666666665,17,0,Wide Focus + Wide Receiver + Wide Passer
26qj2mmro3u4k3l2oj4k4u0a1,K. Peralta,Mushuc Runa SC,DEF,1579.75,17,0,Wide Focus + Wide Receiver + Wide Passer
552yy0gwhzxwlbd2pjcrdtdxx,E. Patta,Libertad Fútbol Club,DEF,1539.3833333333334,17,0,Wide Focus + Wide Receiver + Wide Passer
9k61c9b8xjgh6jy6tziw11905,P. Velasco,Orense SC,DEF,1492.65,16,0,Wide Focus + Wide Receiver + Wide Passer
czrsu9ep8tzghq0klucpfv6c5,B. Caicedo,Orense SC,DEF,1475.1,16,0,Wide Focus + Wide Receiver + Wide Passer
2vrotxtikefj3m9jaw69fcx78,E. Rubio,Delfín SC,DEF,1470.1,16,0,Wide Focus + Wide Receiver + Wide Passer
1mjeueswchle030491akyxams,E. Mesa,CD Técnico Universitario,DEF,1455.3333333333335,16,0,Wide Focus + Wide Receiver + Wide Passer
2hmjyog4h464h23duog6kpht6,J. Rodríguez,Libertad Fútbol Club,DEF,1391.1833333333334,17,0,Wide Focus + Wide Receiver + Wide Passer
461453uxbydo50nz8jgit1h7u,I. Guerrico,CS Emelec,DEF,1385.5166666666667,17,0,Wide Focus + Wide Receiver + Wide Passer
38q8apztbt3nuku8x15mc4wdl,J. Hernández,Mushuc Runa SC,DEF,1343.4333333333332,14,0,Wide Focus + Wide Receiver + Wide Passer
qtilzeesr535rrklzb5d2qz8,Eric Valencia,CD Universidad Católica del Ecuador,DEF,1220.9666666666667,15,0,Wide Focus + Wide Receiver + Wide Passer
2idyzhv28zjuu6gdgi0h2776c,S. Morales,SD Aucas,DEF,1203.0833333333333,13,0,Wide Focus + Wide Receiver + Wide Passer
evpjbmwhghy2x57ie5sgqk2qd,L. Ayala,CSD Macará,DEF,1147.0166666666667,14,0,Wide Focus + Wide Receiver + Wide Passer
cjuzc9zrb8bxrtzibupaa00t0,A. Medina,Manta FC,DEF,1096.1333333333334,16,0,Wide Focus + Wide Receiver + Wide Passer
6ert2g23gsp8d1gmhiiqurkes,Y. Erique,CD Cuenca,DEF,1039.0166666666667,12,0,Wide Focus + Wide Receiver + Wide Passer
87y2pbc5qjlw6l77sqoxd21p0,R. Arroyo,Leones FC,DEF,976.6666666666667,12,0,Wide Focus + Wide Receiver + Wide Passer
agwvnsm8mdhwf8qwh22khameh,B. Carabalí,Barcelona SC,DEF,930.7,12,0,Wide Focus + Wide Receiver + Wide Passer
crw7ur9nurwp306ustco2qlpm,J. Perlaza,Barcelona SC,DEF,859.95,10,0,Wide Focus + Wide Receiver + Wide Passer
1z4mucvfsiiisidx5y2nhhm2,G. Mina,Manta FC,DEF,859.4666666666667,12,0,Wide Focus + Wide Receiver + Wide Passer
f474w28at57v8nis5zkf0ihp0,A. Aguas,Leones FC,DEF,807.9,12,0,Wide Focus + Wide Receiver + Wide Passer
c0wyvmrq61yzugvdt2qnneoes,A. Mosquera,CD Cuenca,DEF,728.0166666666667,10,0,Wide Focus + Wide Receiver + Wide Passer
4vnrab0z6uml0wnimjmfi16fp,A. López,CD Cuenca,DEF,726.8333333333334,10,0,Wide Focus + Wide Receiver + Wide Passer
3jxh6wv6q29ps0ubz0nz9wdpm,L. Castillo,Delfín SC,DEF,723.1,11,0,Wide Focus + Wide Receiver + Wide Passer
677337y7ae2lsr9tvlaaxcfyt,C. Arboleda,CD Cuenca,DEF,708.9666666666667,10,0,Wide Focus + Wide Receiver + Wide Passer
7zl2v8insr694i0l6oqg68lqs,E. Zúñiga,Delfín SC,DEF,654.0666666666667,11,0,Wide Focus + Wide Receiver + Wide Passer
4c5lucolhbv4u0ye9fd35widw,J. Espinoza,CSD Macará,DEF,544.6,7,0,Wide Focus + Wide Receiver + Wide Passer
2f0sxlzvrg4z9uipi4wvr44d0,M. de la Cruz,Leones FC,DEF,504.19999999999993,10,0,Wide Focus + Wide Receiver + Wide Passer
1gny9mulu8a588c5fneu72590,José  Caicedo,CD Técnico Universitario,DEF,500.3666666666667,12,0,Wide Focus + Wide Receiver + Wide Passer
eekdiyrxu0wkcbos9je47qnvu,J. Quiñónez,Guayaquil City FC,DEF,1661.3000000000004,17,1,Deep Buildup Role + Central Receiver + Central Passer
5n49s6mef8ao5nos3yamv4gr9,A. Bedoya,Delfín SC,DEF,1540.0666666666666,16,1,Deep Buildup Role + Central Receiver + Central Passer
efvo5gihldvwdz93j4943f47o,Y. Arce,CD Técnico Universitario,DEF,1522.6499999999996,16,1,Deep Buildup Role + Central Receiver + Central Passer
9t0l2rbmlc2aaas1dkbq5d1jo,O. Moscarelli,Manta FC,DEF,1520.8666666666666,16,1,Deep Buildup Role + Central Receiver + Central Passer
dvwgv7hgrv6dptexq1b5led0q,J. Morán,Leones FC,DEF,1437.4833333333331,15,1,Deep Buildup Role + Central Receiver + Central Passer
37g2yad9dclsawgbaun51wb9w,M. Burdisso,Delfín SC,DEF,1437.3999999999999,15,1,Deep Buildup Role + Central Receiver + Central Passer
bpnrmy8dg45mbjpo4gksvp4kq,J. Anaya,CD Técnico Universitario,DEF,1386.5666666666666,15,1,Deep Buildup Role + Central Receiver + Central Passer
bnf622gpidct33o8rriwug2y1,N. Monserrat,Leones FC,DEF,1368.8,14,1,Deep Buildup Role + Central Receiver + Central Passer
cgpsvf5qqebt927ffksbr6wh5,J. Flor,Mushuc Runa SC,DEF,1319.9333333333332,14,1,Deep Buildup Role + Central Receiver + Central Passer
6lzyl958evlu3uxhxl1trro8a,D. Quintero,Manta FC,DEF,1210.9166666666667,14,1,Deep Buildup Role + Central Receiver + Central Passer
5zax12h4cjntd3d70u3ymd0mi,B. Caicedo,Libertad Fútbol Club,DEF,1062.3166666666666,12,1,Deep Buildup Role + Central Receiver + Central Passer
6t5g9e7119c15ir6ww3gex80l,F. Carabalí,Mushuc Runa SC,DEF,1043.2666666666667,14,1,Deep Buildup Role + Central Receiver + Central Passer
