match_file,match_name,contestant_id,player_id,player_name,start_s,end_s,start_reason,end_reason,shirt_number,position_code,formation_slot,match_duration_seconds,minutes,goals_for_on,goals_against_on,goal_difference_on
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,f2yd0yzt0om6qhks9gbowu1d6,9bsreacxxli5mj5npxgu1ht04,G. Rostagno,0,2700,starter,sub_off,21,3,4,6161,45.0,0,2,-2
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,arj6wz36r6wr961xynqg4m4lx,F. Cornejo,0,3701,starter,sub_off,20,3,4,6161,61.68333333333333,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,4mzyoimsuzfdc7n2m2i8criz9,M. Estrada,0,3721,starter,sub_off,11,4,9,6161,62.016666666666666,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,f2yd0yzt0om6qhks9gbowu1d6,9g05j8p6gyul0zlnx70rffkve,S. Mina,0,3735,starter,sub_off,3,2,6,6161,62.25,1,2,-1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,f2yd0yzt0om6qhks9gbowu1d6,c9htznfxd2gjo5s3klq2tvlqt,D. Armas,0,3736,starter,sub_off,8,4,9,6161,62.266666666666666,1,2,-1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,cebzrizhi195acmaw8c4cku09,A. Tobar,0,4230,starter,sub_off,99,3,10,6161,70.5,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,9cjt8bpelefv3ht1kgcw0hlas,J. Caicedo,0,4240,starter,sub_off,26,3,11,6161,70.66666666666667,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,842mpcgpo275pp4mwmrqtaiqy,J. Pretell,0,4470,starter,sub_off,8,3,8,6161,74.5,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,f2yd0yzt0om6qhks9gbowu1d6,d6gphu89283pngbaenacu1cr9,R. Jaramillo,0,4914,starter,sub_off,25,3,8,6161,81.9,1,2,-1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,f2yd0yzt0om6qhks9gbowu1d6,a81x39bmz8ydh7hmb7k1wyuei,P. Charpentier,0,5069,starter,sub_off,9,4,10,6161,84.48333333333333,1,2,-1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,d7d208zfvkuvjaba38rlcjxl,G. Valle,0,6161,starter,full_time,1,1,1,6161,102.68333333333334,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,6w4sdzr4l7g9efzx6paxvadat,J. Quintero,0,6161,starter,full_time,14,2,2,6161,102.68333333333334,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,dll3x4ua7q15dcb7gbm61jso9,L. Segovia,0,6161,starter,full_time,44,2,3,6161,102.68333333333334,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,1e9ai9xhspeodbzym623qm6ll,G. Allala,0,6161,starter,full_time,30,2,5,6161,102.68333333333334,2,1,1
2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito.json,2026-02-20_Orense SC - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,ecaofku4htx8if4kk2teq1rrp,R. Adé,0,6161,starter,full_time,4,2,6,6161,102.68333333333334,2,1,1
