zone,zone_x,zone_y,state_visits,action_state_value
0,4.166666666666667,6.25,16525,0.00027335176603977953
1,12.5,6.25,1201,6.685881092184243e-05
2,20.833333333333332,6.25,1731,2.4794910911669784e-05
3,29.166666666666668,6.25,2374,4.6073900600015615e-05
4,37.5,6.25,2613,-5.556585986445442e-05
5,45.833333333333336,6.25,1849,-0.00011004407129394056
6,54.166666666666664,6.25,2085,-0.00011375316024612456
7,62.5,6.25,2914,-0.00026843140054036327
8,70.83333333333333,6.25,2702,-0.0006888416751419554
9,79.16666666666667,6.25,2113,-0.001788514333776682
10,87.5,6.25,1506,-0.001706635029913034
11,95.83333333333333,6.25,1225,-0.0051757207855794235
12,4.166666666666667,18.75,629,6.194011098983666e-05
13,12.5,18.75,995,0.0001694287948925791
14,20.833333333333332,18.75,1533,4.46963037552767e-05
15,29.166666666666668,18.75,2888,-4.675003333614716e-05
16,37.5,18.75,3312,-8.017961384615585e-05
17,45.833333333333336,18.75,2148,-0.0002290644321298443
18,54.166666666666664,18.75,2428,-0.0003220790315121969
19,62.5,18.75,3333,-0.0006617771747834738
20,70.83333333333333,18.75,2602,-0.0012080412310961203
21,79.16666666666667,18.75,1285,-0.002075585688692569
22,87.5,18.75,890,-0.0021189129205953787
23,95.83333333333333,18.75,742,-0.0044956321271075
24,4.166666666666667,31.25,1261,6.307765707171639e-05
25,12.5,31.25,2047,1.6532444496340793e-05
26,20.833333333333332,31.25,1938,-9.262482918072946e-05
27,29.166666666666668,31.25,3665,-6.297265333703784e-05
28,37.5,31.25,3785,-0.00020282945532384045
29,45.833333333333336,31.25,2511,-0.00014775021444014136
30,54.166666666666664,31.25,2506,-0.0004611470213166259
31,62.5,31.25,3283,-0.0005674582336350208
32,70.83333333333333,31.25,2447,-0.0002578624251895776
33,79.16666666666667,31.25,1068,0.0006284280812245923
34,87.5,31.25,892,0.008324082642682385
35,95.83333333333333,31.25,1014,-0.0016492274781036657
36,4.166666666666667,43.75,4292,-6.322765098113303e-06
37,12.5,43.75,3812,-6.47175268806382e-05
38,20.833333333333332,43.75,1478,-9.770571399393608e-05
39,29.166666666666668,43.75,2963,-0.0001399874542689404
40,37.5,43.75,2512,-0.0002985803792938248
41,45.833333333333336,43.75,2298,-0.0002907752330266469
42,54.166666666666664,43.75,1971,-0.0003373070913249691
43,62.5,43.75,1877,-0.000674510601698321
44,70.83333333333333,43.75,1841,0.0011493364560564057
45,79.16666666666667,43.75,763,0.0166612598734438
46,87.5,43.75,1147,0.02600086865545866
47,95.83333333333333,43.75,1364,0.029129405605260485
48,4.166666666666667,56.25,4502,0.00034601758902106657
49,12.5,56.25,3542,-3.032843883042546e-05
50,20.833333333333332,56.25,1615,-6.057708332567915e-05
51,29.166666666666668,56.25,2835,-5.708597131370026e-05
52,37.5,56.25,2547,-0.0001573700258277659
53,45.833333333333336,56.25,2353,-0.00012673224124089462
54,54.166666666666664,56.25,2189,-0.00036605433374604365
55,62.5,56.25,1970,-0.0006196144939943507
56,70.83333333333333,56.25,1861,0.00012895244612735578
57,79.16666666666667,56.25,720,0.01327415464994542
58,87.5,56.25,1167,0.04974717590225947
59,95.83333333333333,56.25,1225,0.02365482829770157
60,4.166666666666667,68.75,1251,4.760496489361116e-05
61,12.5,68.75,1943,6.422384449008967e-05
62,20.833333333333332,68.75,2043,-0.00011411883393542952
63,29.166666666666668,68.75,3823,-5.132423032920958e-05
64,37.5,68.75,4142,-0.00016171505507421132
65,45.833333333333336,68.75,2549,-0.00022670482319078842
66,54.166666666666664,68.75,2638,-0.0004281998715440858
67,62.5,68.75,3103,-0.0006111060159594842
68,70.83333333333333,68.75,2128,0.0004970742278647977
69,79.16666666666667,68.75,941,0.007555930184429973
70,87.5,68.75,890,0.01147843689867992
71,95.83333333333333,68.75,965,-0.0011293686934569403
72,4.166666666666667,81.25,666,7.287284786043971e-05
73,12.5,81.25,1069,-1.85112455403787e-05
74,20.833333333333332,81.25,1638,9.238170681858862e-06
75,29.166666666666668,81.25,3206,-9.491250890996009e-05
76,37.5,81.25,3658,-0.00011220424144670316
77,45.833333333333336,81.25,2201,-0.00014460161148871018
78,54.166666666666664,81.25,2642,-0.00035527854897279956
79,62.5,81.25,3393,-0.0006863770393720212
80,70.83333333333333,81.25,2512,-0.0009244140057687337
81,79.16666666666667,81.25,1203,-0.002262389930190705
82,87.5,81.25,878,-0.0032184260251464374
83,95.83333333333333,81.25,718,-0.004490287222665414
84,4.166666666666667,93.75,445,0.0001210752961973595
85,12.5,93.75,1182,3.8199040546405526e-05
86,20.833333333333332,93.75,1761,-7.876782615951753e-05
87,29.166666666666668,93.75,2381,2.999513402006781e-05
88,37.5,93.75,2681,-5.3607578841866234e-05
89,45.833333333333336,93.75,1967,-0.00011876019992356479
90,54.166666666666664,93.75,2211,-0.0001875868937238663
91,62.5,93.75,3037,-0.00031352183506290043
92,70.83333333333333,93.75,2870,-0.000809763071165887
93,79.16666666666667,93.75,2292,-0.002014819324180376
94,87.5,93.75,1558,-0.0015011779248325604
95,95.83333333333333,93.75,1137,-0.00432251075741547
