match,minute,crossing_team,crosser,cross_x,cross_y,cross_end_x,cross_end_y,body_part,wide_channel,clearing_team,clearing_player,clr_start_x,clr_start_y,landing_x,landing_y,pred_landing_x,pred_landing_y,actual_distance,predicted_distance,gap
2026-03-18_Libertad Fútbol Club - Barcelona SC,26,Libertad Fútbol Club,A. García,64.9,88.4,86.2,29.5,left_foot,right,Barcelona SC,J. Perlaza,12.4,64.0,41.5,67.2,23.5531491321303,68.13672367466285,29.275416307885358,11.895596593868463,17.379819714016897
2026-03-18_Manta FC - Guayaquil City FC,46,Manta FC,G. Mina,66.5,87.7,81.2,58.1,left_foot,right,Guayaquil City FC,J. Quiñónez,13.5,50.4,36.6,29.7,26.835973709657196,53.07096218876971,31.017736861350794,13.600817394498959,17.416919466851837
2026-05-17_Manta FC - CS Emelec,18,CS Emelec,I. Guerrico,85.8,78.7,89.4,53.7,left_foot,right,Manta FC,G. Mina,6.9,52.8,16.5,25.8,17.888392136856964,54.90327850276226,28.655889447022922,11.187874785388056,17.468014661634868
2026-05-31_Mushuc Runa SC - SD Aucas,32,SD Aucas,R. Quiñónez,86.1,89.4,89.2,43.0,left_foot,right,Mushuc Runa SC,J. Hernández,11.2,58.1,31.1,37.4,22.17250525000593,60.40595262817753,28.714108030722464,11.212193763256439,17.501914267466027
2026-03-15_CS Emelec - Orense SC,82,CS Emelec,R. Caicedo,80.5,5.0,91.5,51.0,right_foot,left,Orense SC,B. Caicedo,14.3,51.3,34.5,27.9,27.590604234546387,53.07096218876971,30.9127805284481,13.408074731048986,17.50470579739911
2026-02-21_SD Aucas - Mushuc Runa SC,53,Mushuc Runa SC,T. Minda,90.9,12.5,91.0,31.9,right_foot,left,SD Aucas,J. Ontaneda,9.0,69.7,25.4,93.8,19.620195440758664,73.97360734535577,29.15081473990049,11.447806381232605,17.703008358667887
2026-04-04_CD Universidad Católica del Ecuador - Guayaquil City FC,30,CD Universidad Católica del Ecuador,G. Anangonó,82.3,22.2,90.9,49.0,right_foot,left,Guayaquil City FC,J. Quiñónez,11.0,58.4,16.7,88.0,22.897276362262012,61.22676960116464,30.143821920917727,12.22848360256115,17.915338318356575
2026-03-19_SD Aucas - CD Técnico Universitario,86,SD Aucas,L. Arroyo,71.7,20.0,90.6,61.4,right_foot,left,CD Técnico Universitario,M. Cagua,9.4,49.1,25.8,74.8,21.941167439725664,48.34614561121412,30.486882425069307,12.563804248344802,17.923078176724506
2026-02-21_SD Aucas - Mushuc Runa SC,9,Mushuc Runa SC,K. Velasco,77.2,87.1,87.2,54.2,right_foot,right,SD Aucas,S. Tapiero,13.4,45.6,18.1,13.7,27.130512342392613,42.29785322313792,32.24437935516824,14.122009153110492,18.122370202057752
2026-03-17_CD Universidad Católica del Ecuador - CD Cuenca,31,CD Universidad Católica del Ecuador,E. Mejía,90.0,86.3,90.5,63.0,left_foot,right,CD Cuenca,P. Boolsen,10.4,30.7,17.1,0.0,21.57228704181434,23.501827995734516,31.422603329450602,13.290360339271619,18.132242990178984
2026-05-23_CD Cuenca - Liga Deportiva Universitaria de Quito,23,CD Cuenca,Y. Erique,67.1,87.4,86.6,59.2,left_foot,right,Liga Deportiva Universitaria de Quito,K. Minda,11.6,30.0,41.4,37.0,23.18315008553729,25.47694705944198,30.61110909457545,12.434925565003317,18.176183529572135
2026-05-24_Delfín SC - Barcelona SC,55,Delfín SC,L. Castillo,87.6,90.5,93.1,31.9,left_foot,right,Barcelona SC,J. Perlaza,13.2,56.4,22.9,83.9,23.70295120732755,59.30499885376062,29.160589843142755,10.897293352197774,18.26329649094498
2026-05-03_Delfín SC - Mushuc Runa SC,14,Mushuc Runa SC,C. Orejuela,80.0,83.2,95.4,49.9,left_foot,right,Delfín SC,M. Burdisso,10.6,55.8,28.2,30.0,22.24205245954428,61.45793157239611,31.231394461342898,12.94409421893621,18.287300242406687
2026-03-01_CD Cuenca - Barcelona SC,75,Barcelona SC,J. Mina,92.3,83.4,92.6,56.2,left_foot,right,CD Cuenca,P. Boolsen,6.6,37.6,10.1,8.8,15.270966056492462,31.487928344876146,29.011894112587687,10.608631969778804,18.403262142808885
2026-05-31_Guayaquil City FC - CSD Independiente del Valle,75,Guayaquil City FC,J. Ordóñez,79.3,81.8,87.7,53.1,left_foot,right,CSD Independiente del Valle,A. Velasco,11.8,44.9,39.4,31.3,23.930189895855698,42.752517707367076,30.768815381811496,12.318814354745816,18.45000102706568
2026-05-15_Liga Deportiva Universitaria de Quito - CD Técnico Universitario,58,Liga Deportiva Universitaria de Quito,F. Cornejo,92.8,15.2,92.6,47.5,right_foot,left,CD Técnico Universitario,J. Anaya,7.7,49.0,23.5,75.9,20.426029907846928,48.27750702340961,31.196954979613,12.746522400899664,18.450432578713336
2026-04-18_CD Universidad Católica del Ecuador - Libertad Fútbol Club,84,CD Universidad Católica del Ecuador,M. Díaz,83.8,13.1,87.4,37.4,right_foot,left,Libertad Fútbol Club,J. Rodríguez,11.5,58.8,26.2,85.4,22.49938228375882,63.121734881841256,30.39161068452938,11.817944111104557,18.573666573424823
2026-04-11_Mushuc Runa SC - Manta FC,69,Manta FC,J. Chalá,73.9,92.1,92.0,49.6,left_foot,right,Mushuc Runa SC,J. Flor,13.2,47.2,39.9,37.4,22.6676530661977,49.85556448373451,28.441694745566764,9.833029914993388,18.608664830573375
2026-05-01_CD Universidad Católica del Ecuador - CSD Independiente del Valle,50,CD Universidad Católica del Ecuador,M. Alonso,91.5,78.5,94.7,43.6,left_foot,right,CSD Independiente del Valle,J. Viacava,9.3,55.2,14.7,85.1,21.022353855212337,56.025470374625776,30.383712742191324,11.751382099404152,18.632330642787174
2026-03-22_Mushuc Runa SC - CS Emelec,74,CS Emelec,Angelo Mina,76.1,12.5,88.2,50.7,right_foot,left,Mushuc Runa SC,F. Carabalí,11.5,52.1,40.5,62.7,23.709820239942218,51.71294827585563,30.876528302255746,12.215953476043765,18.66057482621198
2026-05-30_Manta FC - Libertad Fútbol Club,87,Libertad Fútbol Club,R. Zambrano,71.6,84.4,78.0,70.6,left_foot,right,Manta FC,Juan Nazareno,20.6,26.5,25.7,0.0,27.981099836536544,22.652099938293773,26.986292816909845,8.323879485059749,18.662413331850097
2026-03-08_SD Aucas - CD Cuenca,33,SD Aucas,S. Porozo,77.2,14.4,90.7,61.4,right_foot,left,CD Cuenca,A. López,4.1,31.4,11.5,0.0,11.323792404224038,19.898807809321934,32.260192187896216,13.581627240733676,18.678564947162542
2026-03-01_CD Cuenca - Barcelona SC,95,Barcelona SC,L. Sosa,73.1,2.7,81.8,44.4,left_foot,left,CD Cuenca,S. Postel,11.5,56.4,40.7,68.2,24.291668972038607,56.499144643198015,31.494126436527818,12.79205318744767,18.702073249080147
2026-07-05_CSD Macará - Liga Deportiva Universitaria de Quito,37,CSD Macará,L. Ayala,68.3,92.7,90.4,49.0,left_foot,right,Liga Deportiva Universitaria de Quito,L. Quiñónez,11.7,57.2,23.0,86.3,23.545792159210578,61.19002698249689,31.21698255757593,12.49972428496997,18.71725827260596
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,46,CSD Independiente del Valle,G. Cortéz,75.4,91.8,88.5,51.8,left_foot,right,CD Técnico Universitario,Y. Arce,14.5,61.5,33.1,88.2,26.953201746263844,67.239810189024,32.53997541486471,13.712317628292183,18.82765778657253
2026-05-09_Guayaquil City FC - CD Cuenca,29,CD Cuenca,A. Mosquera,72.0,9.5,91.8,49.7,right_foot,left,Guayaquil City FC,Y. Rodríguez,10.0,48.4,23.5,76.9,22.523059995906575,49.03380044901554,31.535694062442964,12.539088271092435,18.99660579135053
2026-03-21_Liga Deportiva Universitaria de Quito - Manta FC,18,Liga Deportiva Universitaria de Quito,R. Redes,92.1,10.3,92.9,47.6,right_foot,left,Manta FC,O. Moscarelli,11.5,58.1,24.3,87.8,24.23188526588333,62.074969106413285,32.34084105276175,13.337963930846307,19.002877121915446
2026-03-15_Mushuc Runa SC - CSD Macará,54,Mushuc Runa SC,K. Velasco,84.4,83.0,88.8,48.1,left_foot,right,CSD Macará,J. Marrufo,9.5,44.2,31.5,21.8,21.763829144227465,42.69091030831224,31.39681512510465,12.356328620442287,19.04048650466236
2026-04-12_SD Aucas - CS Emelec,31,SD Aucas,L. Arroyo,91.0,15.9,90.7,43.3,right_foot,left,CS Emelec,S. Valencia,8.2,53.1,38.0,41.6,20.513820951766913,49.2753199567777,31.941978648793818,12.89412129092932,19.047857357864498
2026-02-21_Barcelona SC - CD Técnico Universitario,73,Barcelona SC,B. Carabalí,70.2,12.6,90.4,61.7,right_foot,left,CD Técnico Universitario,J. Bocanegra,9.4,34.4,26.8,6.6,20.85151099150786,26.902110091698997,32.79634125935391,13.687784958335198,19.10855630101871
2026-07-04_Barcelona SC - CD Cuenca,92,CD Cuenca,D. González,72.7,20.1,86.2,51.7,right_foot,left,Barcelona SC,G. Vallecilla,9.0,39.2,38.4,27.1,20.85886796442758,34.77990114613044,31.79260920402728,12.65582961625613,19.13677958777115
2026-07-01_Liga Deportiva Universitaria de Quito - Orense SC,76,Liga Deportiva Universitaria de Quito,F. Cornejo,98.7,86.5,95.4,57.9,right_foot,right,Orense SC,S. Mina,4.4,43.3,4.6,12.8,14.899041754771519,39.06647819631459,30.500655730656018,11.320449842241938,19.18020588841408
2026-04-25_CSD Independiente del Valle - Leones FC,55,Leones FC,J. Anangonó,90.7,12.3,90.7,44.4,right_foot,left,CSD Independiente del Valle,M. Carabajal,10.8,59.9,0.0,91.1,21.90621412834571,68.1327693387723,33.016359581274244,13.824850207148549,19.191509374125694
2026-04-12_Guayaquil City FC - CSD Macará,40,CSD Macará,J. Mohor,84.6,95.0,92.6,59.6,left_foot,right,Guayaquil City FC,Y. Rodríguez,9.6,40.0,11.8,8.5,20.71538450294383,34.83991012854462,31.576731939831898,12.254725624418535,19.32200631541336
2026-03-19_Orense SC - Mushuc Runa SC,22,Mushuc Runa SC,F. Carabalí,78.8,15.8,86.2,47.0,right_foot,left,Orense SC,R. Jaramillo,10.6,56.1,13.1,86.0,19.785787248836645,61.45793157239611,30.004333020415565,10.634195696683834,19.370137323731733
2026-05-24_Delfín SC - Barcelona SC,45,Barcelona SC,T. Martínez,89.0,86.9,90.6,53.6,left_foot,right,Delfín SC,L. Castro,8.4,51.5,23.9,23.3,20.9750246344447,53.15844433288892,32.179030439091854,12.683914307585905,19.49511613150595
2026-05-24_CS Emelec - CSD Macará,70,CSD Macará,M. Miranda,94.2,86.2,94.6,56.7,left_foot,right,CS Emelec,E. Segura,7.5,57.8,20.7,28.9,19.679104516831256,58.69463707431228,31.771842880135235,12.2119188634151,19.559924016720135
2026-03-01_Liga Deportiva Universitaria de Quito - CSD Macará,43,Liga Deportiva Universitaria de Quito,J. Quintero,71.1,17.9,90.1,58.5,left_foot,left,CSD Macará,J. Espinoza,13.3,40.1,20.3,10.3,23.835489081405306,36.97368475878847,30.611109094575454,10.989557642227549,19.621551452347905
2026-05-01_Libertad Fútbol Club - SD Aucas,39,Libertad Fútbol Club,G. Cortéz,97.1,3.4,89.6,69.9,right_foot,left,SD Aucas,A. Zova,11.7,32.4,10.1,0.0,23.277822667067188,26.972570559717234,32.43948211670464,12.78682791153861,19.65265420516603
2026-03-14_Liga Deportiva Universitaria de Quito - CD Universidad Católica del Ecuador,29,Liga Deportiva Universitaria de Quito,J. Quintero,88.8,14.3,95.2,44.6,right_foot,left,CD Universidad Católica del Ecuador,J. Chancellor,4.8,54.2,8.4,84.6,15.499339521206958,56.08250066910515,30.612415781835963,10.8636860668579,19.74872971497806
2026-03-09_Orense SC - Manta FC,87,Manta FC,G. Mina,65.7,86.2,88.4,54.3,left_foot,right,Orense SC,S. Callegari,16.9,38.5,34.2,64.2,28.05801974083186,37.30953607842414,30.98031633150314,11.221346126261649,19.75897020524149
2026-04-21_CD Técnico Universitario - CS Emelec,10,CS Emelec,Ariel Mina,90.0,94.8,90.8,54.5,left_foot,right,CD Técnico Universitario,Y. Arce,12.0,30.5,33.7,5.8,24.00293993333638,25.22900216211018,32.87826029460805,13.109309106521222,19.768951188086824
2026-02-28_Leones FC - Libertad Fútbol Club,62,Libertad Fútbol Club,A. García,82.8,8.6,93.1,63.0,left_foot,left,Leones FC,R. Arroyo,7.3,37.0,29.3,10.4,16.243953576951764,25.48138579009107,34.518980286213555,14.583304800469067,19.93567548574449
2026-02-28_Guayaquil City FC - SD Aucas,84,SD Aucas,P. Guzmán,85.5,6.3,91.0,39.2,left_foot,left,Guayaquil City FC,E. Ladines,12.0,63.3,27.5,92.3,24.1387191145439,67.3161188948432,32.882366094914765,12.785840321203374,20.09652577371139
2026-04-10_Barcelona SC - Leones FC,9,Barcelona SC,J. Mina,72.3,81.8,87.4,54.5,left_foot,right,Leones FC,B. Kreiman,14.3,53.0,38.6,76.4,27.474817933098173,56.48101496185107,33.73499666518436,13.626932623848854,20.10806404133551
2026-07-04_Barcelona SC - CD Cuenca,75,CD Cuenca,Y. Erique,78.5,82.8,85.3,66.7,left_foot,right,Barcelona SC,Á. Rangel,13.3,40.6,27.2,68.7,24.210381942188857,37.92766288345117,31.34996012756635,11.232890090663453,20.1170700369029
2026-05-03_CSD Macará - Orense SC,86,CSD Macará,J. Mohor,74.6,94.4,86.6,63.2,left_foot,right,Orense SC,A. Lorenzo,16.4,41.2,47.3,50.1,28.05801974083186,38.263514203086835,32.156181365330056,12.022161748749603,20.134019616580453
2026-05-16_CD Universidad Católica del Ecuador - Delfín SC,31,CD Universidad Católica del Ecuador,Eric Valencia,83.2,89.9,90.4,57.0,left_foot,right,Delfín SC,E. Cabeza,10.7,46.0,18.7,14.7,22.81319238302494,46.08986827364714,32.30619135707582,12.113525746651211,20.192665610424605
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,30,Liga Deportiva Universitaria de Quito,J. Quintero,74.9,11.3,92.6,66.6,right_foot,left,Barcelona SC,Á. Rangel,10.4,43.9,38.0,28.6,21.69687713397782,42.740977924186616,31.55709112069742,11.35617740053464,20.20091372016278
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,2,CSD Independiente del Valle,M. Perelló,89.9,4.9,91.9,43.4,right_foot,left,CD Técnico Universitario,J. Anaya,11.0,61.7,18.9,95.4,22.49782389247679,70.33985366942312,34.613581149600805,14.382177362675455,20.23140378692535
2026-04-05_CSD Macará - SD Aucas,47,CSD Macará,J. Espinoza,72.8,7.1,87.5,39.2,right_foot,left,SD Aucas,S. Morales,12.0,62.3,34.1,38.9,23.328058346544,66.08467714876937,32.186487848163864,11.943562576682147,20.242925271481717
2026-02-21_Barcelona SC - CD Técnico Universitario,46,Barcelona SC,J. Mina,76.2,91.3,89.4,56.1,left_foot,right,CD Técnico Universitario,Y. Arce,11.8,36.1,30.0,63.2,24.14784819434309,36.42297523833549,32.644295060546185,12.352071406655638,20.292223653890545
2026-04-10_Barcelona SC - Leones FC,39,Barcelona SC,H. Villalba,80.2,89.7,87.9,41.5,right_foot,right,Leones FC,B. Kreiman,11.2,67.9,11.5,100.0,20.0265546374897,75.59018013671981,32.10140183854904,11.706704801257729,20.39469703729131
2026-03-07_CSD Independiente del Valle - Mushuc Runa SC,49,Mushuc Runa SC,C. Angulo,91.7,8.8,92.4,37.7,right_foot,left,CSD Independiente del Valle,J. Viacava,6.8,55.2,32.6,39.5,16.48491359711458,56.385335235568085,30.20149002946709,9.757180484353771,20.44430954511332
2026-03-13_CD Cuenca - Leones FC,89,CD Cuenca,A. Mosquera,84.8,10.1,89.8,43.1,right_foot,left,Leones FC,N. Monserrat,10.4,53.0,36.2,75.4,23.69743263649148,55.62574720398365,34.16723576761808,13.554197250344881,20.6130385172732
2026-04-11_Mushuc Runa SC - Manta FC,90,Manta FC,D. Cabezas,71.1,79.9,88.6,44.0,right_foot,right,Mushuc Runa SC,J. Hernández,13.6,57.3,34.8,31.2,26.120207375026943,60.77259342545313,33.62513940491548,12.992863341549445,20.632276063366035
2026-05-01_CD Universidad Católica del Ecuador - CSD Independiente del Valle,65,CD Universidad Católica del Ecuador,E. Mejía,88.2,88.1,92.7,51.9,left_foot,right,CSD Independiente del Valle,M. Carabajal,10.3,44.6,31.2,19.5,22.20456258753697,43.03809455406078,32.66221058042459,12.006588150787863,20.65562242963673
2026-03-09_Orense SC - Manta FC,68,Orense SC,B. Caicedo,91.2,98.7,94.0,59.6,left_foot,right,Manta FC,M. Ortíz,11.2,52.1,42.4,64.8,24.123059299043845,53.258236552600636,33.6857536653108,12.974859288577422,20.71089437673338
2026-02-23_Libertad Fútbol Club - Manta FC,91,Libertad Fútbol Club,S. Bueno,70.8,22.2,84.4,48.4,left_foot,left,Manta FC,O. Moscarelli,10.9,49.9,42.4,40.7,22.82592543345122,48.964218042235025,32.816002194051606,11.962582719326004,20.8534194747256
2026-04-18_Orense SC - Delfín SC,66,Orense SC,B. Viñán,91.6,82.4,90.4,57.5,left_foot,right,Delfín SC,E. Cabeza,7.6,46.7,35.0,24.6,21.718603694195398,48.593014708617815,35.20184654247558,14.244945593465472,20.956900949010105
2026-04-27_SD Aucas - Delfín SC,32,SD Aucas,R. Quiñónez,84.1,93.0,94.7,56.7,left_foot,right,Delfín SC,E. Cabeza,12.0,40.1,0.0,70.5,23.545792159210578,38.09583767100887,32.68271714530479,11.718446280315305,20.964270864989487
2026-05-02_Barcelona SC - Manta FC,91,Barcelona SC,M. Céliz,68.8,25.8,87.0,53.0,right_foot,left,Manta FC,D. Quintero,12.2,46.2,8.7,12.5,24.785250682625634,47.910698097819264,33.88126325862128,12.700985108502861,21.18027815011842
2026-04-18_Orense SC - Delfín SC,49,Orense SC,R. Jaramillo,93.0,82.0,95.3,45.5,left_foot,right,Delfín SC,M. Burdisso,3.7,53.5,26.7,25.2,18.77789085071533,55.894283057912695,36.4676569030696,15.266806603461408,21.200850299608195
2026-04-27_Manta FC - CD Universidad Católica del Ecuador,26,Manta FC,Juan Nazareno,83.7,10.9,87.6,53.3,right_foot,left,CD Universidad Católica del Ecuador,Á. Rodríguez,12.6,64.2,29.0,35.7,23.493308784967486,68.13672367466285,32.881757860552405,11.582830810095636,21.29892705045677
2026-05-24_Delfín SC - Barcelona SC,39,Barcelona SC,J. Perlaza,89.3,92.6,96.1,43.0,left_foot,right,Delfín SC,M. Burdisso,3.6,52.1,27.4,79.6,18.595212657176756,52.98047745893535,36.368805314444955,15.021040016911186,21.34776529753377
2026-04-05_CSD Macará - SD Aucas,27,CSD Macará,L. Ayala,77.8,94.4,89.6,62.0,left_foot,right,SD Aucas,L. Gustavino,11.4,51.8,41.6,34.6,24.66946438117742,52.86646131273007,34.75456804507862,13.312250925177386,21.442317119901233
2026-05-16_CD Universidad Católica del Ecuador - Delfín SC,49,Delfín SC,E. Zúñiga,69.8,90.3,87.0,48.5,left_foot,right,CD Universidad Católica del Ecuador,L. Cangá,15.7,43.9,42.3,25.2,26.522205872203806,43.64377023453006,32.515380975778214,10.825238733306316,21.6901422424719
2026-03-22_CD Técnico Universitario - CSD Independiente del Valle,3,CD Técnico Universitario,M. Perea,96.5,89.0,97.0,60.5,left_foot,right,CSD Independiente del Valle,M. Carabajal,5.1,44.0,4.1,8.5,14.027499511711536,33.6476174686785,35.51408171415952,13.670116005594844,21.84396570856468
2026-07-03_CSD Independiente del Valle - Manta FC,8,CSD Independiente del Valle,J. Sornoza,74.3,88.9,95.2,52.2,right_foot,right,Manta FC,M. Ortíz,9.1,49.0,7.2,14.1,21.6947364484437,46.08544347288662,34.951680932395796,12.927568447140223,22.02411248525557
2026-05-02_Barcelona SC - Manta FC,93,Barcelona SC,W. Vargas,76.8,6.0,81.6,39.7,right_foot,left,Manta FC,Juan Nazareno,19.5,62.0,20.7,30.7,27.99842327243691,65.72580648963252,31.322994748267607,9.279268942954776,22.04372580531283
2026-05-30_Manta FC - Libertad Fútbol Club,59,Manta FC,I. Cuero,74.7,15.6,86.8,45.5,right_foot,left,Libertad Fútbol Club,C. Gruezo,11.0,48.7,34.8,22.5,24.123059299043845,48.17696298636974,35.396044976804966,13.13347833149499,22.262566645309974
2026-02-28_Leones FC - Libertad Fútbol Club,8,Libertad Fútbol Club,E. Patta,80.8,19.0,92.9,45.6,right_foot,left,Leones FC,J. Morán,8.4,53.0,14.2,86.9,20.367466165157406,54.821517770642686,34.39258641044608,12.105295262939869,22.28729114750621
2026-07-01_Liga Deportiva Universitaria de Quito - Orense SC,13,Liga Deportiva Universitaria de Quito,F. Cornejo,81.9,14.8,86.9,35.8,right_foot,left,Orense SC,B. Caicedo,13.4,69.1,41.2,90.6,25.600402443053866,72.50833790914254,35.14384725666785,12.667540687733075,22.476306568934774
2026-04-25_CS Emelec - Liga Deportiva Universitaria de Quito,7,Liga Deportiva Universitaria de Quito,J. Caicedo,86.0,79.1,88.1,46.6,left_foot,right,CS Emelec,A. Leguizamón,7.4,37.4,34.9,17.6,16.814196438208043,31.44398875927964,33.8864279616486,11.140070218663626,22.746357742984976
2026-03-14_Liga Deportiva Universitaria de Quito - CD Universidad Católica del Ecuador,56,Liga Deportiva Universitaria de Quito,J. Corozo,89.2,73.6,87.4,48.1,left_foot,right,CD Universidad Católica del Ecuador,J. Chancellor,8.5,58.7,28.7,29.3,20.385547249967306,63.69554067166285,35.67071628100563,12.892697934623422,22.77801834638221
2026-04-17_CS Emelec - Guayaquil City FC,10,CS Emelec,I. Guerrico,82.2,88.1,89.7,59.1,left_foot,right,Guayaquil City FC,Y. Rodríguez,13.4,42.5,41.0,17.7,26.794270591267402,37.444822783528394,37.1052556924218,14.316469584434019,22.788786107987782
2026-03-15_Mushuc Runa SC - CSD Macará,27,CSD Macará,M. Viera,76.1,9.4,86.8,34.2,right_foot,left,Mushuc Runa SC,J. Flor,11.6,61.1,35.3,88.7,22.491590262854025,69.21573686176512,36.37925232876563,13.582780395166145,22.796471933599484
2026-02-28_Guayaquil City FC - SD Aucas,42,SD Aucas,A. Mena,77.2,23.5,88.5,41.1,right_foot,left,Guayaquil City FC,A. Naula,13.5,46.1,39.5,72.6,27.700209000567668,47.18087819518304,37.124789561693134,14.2412862246577,22.883503337035435
2026-03-19_SD Aucas - CD Técnico Universitario,29,SD Aucas,S. Porozo,80.0,88.2,92.8,52.3,right_foot,right,CD Técnico Universitario,J. Anaya,8.3,45.6,32.5,71.1,20.219536845044473,43.30887980273407,35.15522720734428,12.13773415257941,23.01749305476487
2026-07-06_CD Universidad Católica del Ecuador - Mushuc Runa SC,11,CD Universidad Católica del Ecuador,D. Palacios,71.1,97.1,93.2,42.5,left_foot,right,Mushuc Runa SC,J. Cusme,7.4,56.2,2.1,88.9,15.779662466816642,61.81779643333842,33.12672637010787,10.088527138497742,23.038199231610125
2026-04-27_Manta FC - CD Universidad Católica del Ecuador,82,CD Universidad Católica del Ecuador,D. Palacios,83.2,94.1,86.6,51.0,left_foot,right,Manta FC,M. Ortíz,7.8,44.5,32.2,19.1,19.76734539166962,42.36749480153933,35.22101645324848,12.155860074259568,23.065156378988913
2026-03-19_SD Aucas - CD Técnico Universitario,86,SD Aucas,A. Sosa,85.8,19.7,91.6,57.3,left_foot,left,CD Técnico Universitario,E. Mesa,8.3,35.7,25.8,5.4,19.720616978814192,32.505511865035054,34.99057015825836,11.858973253246287,23.13159690501207
2026-03-02_Manta FC - CSD Independiente del Valle,38,CSD Independiente del Valle,L. Loor,72.6,84.4,90.9,37.4,left_foot,right,Manta FC,G. Mina,10.6,64.3,12.8,100.0,21.459798949105846,70.51151078244202,35.76772287971377,12.510719380411102,23.25700349930267
2026-04-23_CD Universidad Católica del Ecuador - CSD Macará,82,CSD Macará,L. Ferro,80.2,84.0,88.8,48.9,right_foot,right,CD Universidad Católica del Ecuador,J. Cacciabue,12.0,46.7,16.0,82.7,24.785250682625634,48.50553256449861,36.22154055254967,12.912109930566892,23.309430621982777
2026-05-30_CD Cuenca - Delfín SC,75,CD Cuenca,M. Piedra,75.8,86.8,92.4,50.6,left_foot,right,Delfín SC,M. Burdisso,8.8,52.8,31.4,81.8,21.986474393588487,55.41677789108749,36.76628890709531,13.44360939123304,23.32267951586227
2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador,37,Mushuc Runa SC,C. Angulo,84.2,16.6,89.0,50.3,right_foot,left,CD Universidad Católica del Ecuador,L. Cangá,12.1,46.3,32.6,16.5,24.66946438117742,47.038267815133196,36.17029167701029,12.591126804085066,23.579164872925226
2026-02-21_SD Aucas - Mushuc Runa SC,42,SD Aucas,R. Quiñónez,74.5,87.1,91.9,41.7,left_foot,right,Mushuc Runa SC,J. Hernández,8.5,58.5,0.0,92.6,18.89127615116985,63.53273513356572,35.143420436832834,11.545866921738623,23.597553515094212
2026-04-18_Mushuc Runa SC - CD Técnico Universitario,20,Mushuc Runa SC,C. Orejuela,80.6,90.0,82.7,56.6,left_foot,right,CD Técnico Universitario,A. Copete,11.1,52.1,22.1,17.4,23.87662830776188,52.86646131273007,36.40178567048601,12.799597410020915,23.60218826046509
2026-02-22_CSD Macará - Leones FC,23,CSD Macará,D. Bolaños,96.7,5.8,95.7,50.1,right_foot,left,Leones FC,J. Morán,7.7,56.7,10.8,92.3,19.252302965190747,60.226302196167886,35.734717013011306,12.07851443590036,23.656202577110946
2026-03-15_Guayaquil City FC - Barcelona SC,86,Barcelona SC,J. Báez,83.4,10.1,95.6,47.9,right_foot,left,Guayaquil City FC,R. Arias,10.2,65.5,23.5,31.8,21.83420724151047,69.60657732080979,36.22954595354461,12.337696520428924,23.891849433115684
2026-02-22_CSD Independiente del Valle - Guayaquil City FC,45,CSD Independiente del Valle,D. Romero,93.9,24.8,93.5,53.8,right_foot,left,Guayaquil City FC,Y. Rodríguez,8.3,46.9,11.1,10.9,20.11279357620028,49.685295979012245,36.108724707472014,12.13671972835413,23.972004979117884
2026-05-31_Mushuc Runa SC - SD Aucas,90,SD Aucas,R. Quiñónez,81.5,87.7,88.2,68.5,left_foot,right,Mushuc Runa SC,N. Dávila,10.4,31.3,21.4,64.9,21.178009103593716,34.375929713125515,35.35477336937688,11.208337246765794,24.146436122611085
2026-05-02_Liga Deportiva Universitaria de Quito - Guayaquil City FC,76,Guayaquil City FC,J. Ordóñez,76.2,88.0,87.6,52.5,other,right,Liga Deportiva Universitaria de Quito,G. Allala,11.0,48.2,32.2,18.6,23.153997059972717,49.10172198134394,36.40879014743555,12.18740116125929,24.221388986176265
2026-04-03_Liga Deportiva Universitaria de Quito - Barcelona SC,92,Liga Deportiva Universitaria de Quito,L. Segovia,70.1,83.8,87.6,53.6,left_foot,right,Barcelona SC,J. Báez,8.0,54.6,32.9,28.2,19.77470236458934,52.33625851222287,36.29008128952042,11.99033532884503,24.299745960675395
2026-05-24_Delfín SC - Barcelona SC,38,Barcelona SC,T. Martínez,78.4,92.4,86.5,38.8,left_foot,right,Delfín SC,A. Bedoya,8.2,44.5,38.4,66.9,20.96733966157953,42.06389869269173,37.60053191113126,12.99767485412721,24.60285705700405
2026-03-13_CD Técnico Universitario - Libertad Fútbol Club,51,Libertad Fútbol Club,R. Zambrano,81.8,85.1,98.3,33.9,left_foot,right,CD Técnico Universitario,M. Perea,5.3,67.1,16.2,100.0,13.388629549702085,73.03400080914992,34.65862086119412,10.031863914313513,24.62675694688061
2026-04-05_Manta FC - CD Técnico Universitario,22,Manta FC,J. Chalá,93.0,89.0,91.6,60.5,left_foot,right,CD Técnico Universitario,M. Cagua,7.7,39.8,24.0,5.3,19.252302965190747,33.18503751381583,38.15678183495039,13.31215356331119,24.844628271639195
2026-03-23_SD Aucas - Orense SC,49,Orense SC,B. Viñán,69.1,88.7,88.8,59.7,left_foot,right,SD Aucas,J. Ontaneda,9.6,51.2,22.8,13.1,21.877414641982273,41.8827586571824,40.32183031559951,15.412524015600765,24.909306299998747
