match,team,opponent_team,player,period,minute,second,x,y,end_x,end_y,length,angle,body_part,phase,pull_back,outcome,shot_created,goal_created,cleared,pred_cross_completion,pred_cross_chance_creation,pred_cross_goal_contribution,pred_cross_defended,pred_cross_delivery_value,pred_cross_outcome_multiclass,oof_cross_completion,oof_cross_chance_creation,oof_cross_goal_contribution,oof_cross_defended,oof_cross_delivery_value,oof_cross_outcome_multiclass,is_headed_clearance,clr_start_x,clr_start_y,clr_landing_x,clr_landing_y,pred_clr_landing_x,pred_clr_landing_y,clr_landing_error,clr_distance_gained,wide_channel
2026-03-18_CSD Macará - Delfín SC,Delfín SC,CSD Macará,F. Perinciolo,2,61,30,68.4,84.1,92.9,49.7,34.8,5.55,left_foot,regular,0,0,0,0,0,0.34247854,0.16616635,0.025624426,0.29748285,0.038388073,incomplete,0.30471915006637573,0.1748538315296173,0.012962782755494118,0.4002741873264313,0.16443362832069397,incomplete,0,,,,,,,,,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,M. Miranda,2,62,17,94.9,86.0,95.7,50.4,24.2,4.75,left_foot,regular,0,0,0,0,0,0.32561728,0.5115568,0.048973676,0.22356167,0.082384266,incomplete,0.3928445279598236,0.5471658110618591,0.06807123869657516,0.2890242040157318,0.17321251332759857,incomplete,0,,,,,,,,,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,J. Estacio,2,62,50,84.0,10.1,93.0,54.3,31.5,1.27,right_foot,regular,0,0,0,0,1,0.53575516,0.5554258,0.056125194,0.46171156,0.076702446,incomplete,0.5562785267829895,0.5581958293914795,0.032759226858615875,0.46269047260284424,0.1285826712846756,incomplete,0,,,,,,,,,left
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,M. Miranda,2,65,5,93.1,75.0,91.5,46.9,19.2,4.62,left_foot,regular,0,0,0,0,1,0.5997686,0.7137499,0.32881346,0.6803259,0.09368499,incomplete,0.7072517275810242,0.8575053811073303,0.4956079125404358,0.6230599880218506,0.12152522802352905,incomplete,0,,,,,,,,,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,J. Mohor,2,65,15,84.5,92.2,91.0,39.9,36.2,4.9,left_foot,regular,0,1,1,0,0,0.5681693,0.5512221,0.00631251,0.4330324,0.06266181,incomplete,0.42552486062049866,0.2175724357366562,0.0033681185450404882,0.5809745788574219,0.03740939125418663,incomplete,0,,,,,,,,,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,T. Chamba,2,66,28,88.0,94.6,92.3,53.0,28.6,4.87,left_foot,regular,0,0,0,0,1,0.5065889,0.56962967,0.00613353,0.51412016,0.12667644,incomplete,0.6034245491027832,0.6499993801116943,0.005879331845790148,0.4659889340400696,0.19084277749061584,incomplete,1,2.7,53.2,28.5,40.5,18.093633489333175,48.18386287197135,12.935772593455244,25.8,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,J. Mohor,2,67,52,86.0,89.0,90.8,44.6,30.6,4.88,left_foot,regular,0,0,0,0,1,0.5238575,0.5604097,0.0873085,0.51962197,0.047501683,incomplete,0.5630367398262024,0.5121749639511108,0.027358828112483025,0.5253828167915344,0.04146774113178253,incomplete,1,10.7,53.1,16.9,13.4,23.29944716118271,52.7628686018874,39.879673375520795,6.199999999999999,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,T. Chamba,2,70,29,92.4,77.0,94.3,0.0,53.3,4.75,left_foot,regular,0,0,0,0,0,0.06456417,0.08251531,0.0010471556,0.01054211,0.009532921,incomplete,0.087444968521595,0.04879327118396759,0.0006537535227835178,0.011994974687695503,0.06570615619421005,incomplete,0,,,,,,,,,right
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,T. Chamba,2,73,44,93.1,89.9,88.6,43.3,32.0,4.56,left_foot,regular,0,1,1,0,0,0.8101732,0.7339818,0.06244139,0.43469217,0.09750993,incomplete,0.7479600310325623,0.72202068567276,0.06683439016342163,0.42722687125205994,0.0987904965877533,incomplete,0,,,,,,,,,right
2026-03-18_CSD Macará - Delfín SC,Delfín SC,CSD Macará,B. Hernández,2,78,20,97.9,9.2,93.6,31.9,16.1,1.86,right_foot,regular,0,0,0,0,1,0.2816185,0.049246788,0.00010023945,0.76328105,-0.010417592,incomplete,0.11503282934427261,0.0180303193628788,4.97679939144291e-05,0.7543656826019287,-0.005367026664316654,incomplete,0,,,,,,,,,left
2026-03-18_CSD Macará - Delfín SC,CSD Macará,Delfín SC,G. Blanc,2,79,48,84.2,11.0,96.5,60.8,36.2,1.21,right_foot,regular,0,1,0,0,0,0.74142474,0.4786731,0.052314278,0.3541155,0.040627196,complete_no_shot,0.5337501168251038,0.5245791673660278,0.01164017803966999,0.4154282510280609,0.02655228041112423,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,H. Villalba,1,2,2,98.6,10.7,93.9,48.7,26.3,1.76,right_foot,regular,0,0,0,0,0,0.2191478,0.27534947,0.011597542,0.42346466,0.022659997,incomplete,0.21124835312366486,0.17567583918571472,0.006062780972570181,0.6489085555076599,0.018070384860038757,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,I. Zambrano,1,14,42,91.7,88.6,100.0,14.1,51.5,4.9,right_foot,regular,0,0,0,0,0,0.028324224,0.010951635,0.004590372,0.004447288,-0.008211117,incomplete,0.03646421059966087,0.011635569855570793,0.0021998074371367693,0.007948684506118298,-0.005754198879003525,incomplete,0,,,,,,,,,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,J. Guisamano,1,16,20,85.9,73.6,90.5,47.9,18.1,4.98,right_foot,regular,0,0,0,0,1,0.55894184,0.36419356,0.017353185,0.7276266,0.041584134,incomplete,0.6632049083709717,0.2873461842536926,0.013545884750783443,0.6302592158317566,0.054884374141693115,incomplete,1,9.8,43.0,20.3,51.2,20.63047302857336,40.148683276623245,11.056256769042642,10.5,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,E. Patta,1,25,34,83.3,8.2,92.0,37.4,21.9,1.14,right_foot,regular,0,1,1,0,0,0.49386004,0.5806834,0.009370273,0.71490675,0.0650972,incomplete,0.3178378641605377,0.21675848960876465,0.01452452503144741,0.7780617475509644,0.022718209773302078,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,A. García,1,26,20,71.2,90.5,90.2,53.3,32.2,5.38,left_foot,regular,0,0,0,0,1,0.47971344,0.62856054,0.011991991,0.6106357,0.080037095,incomplete,0.537717342376709,0.5145547986030579,0.009389006532728672,0.4694109261035919,0.08478476107120514,incomplete,1,9.3,40.7,16.4,32.5,20.63047302857336,36.489050399570324,5.814587271320194,7.099999999999998,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,A. García,1,26,36,64.9,88.4,86.2,29.5,45.9,5.22,left_foot,regular,0,0,0,0,1,0.5902071,0.22661068,0.0031686649,0.57370174,0.0084792245,incomplete,0.8327170014381409,0.5134920477867126,0.003906120080500841,0.2152508944272995,0.005572167225182056,incomplete,1,12.4,64.0,41.5,67.2,24.844155662118173,67.54111213062332,16.65933696439953,29.1,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,E. Patta,1,26,49,84.3,12.3,86.0,19.1,5.0,1.2,right_foot,regular,0,0,0,0,1,0.0072695566,0.026328178,0.00048795412,0.593412,0.0048872083,incomplete,0.008481613360345364,0.010956388898193836,0.00046982240746729076,0.5042181015014648,0.0019854505080729723,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,E. Patta,1,27,15,78.1,11.9,90.7,38.8,22.6,0.94,right_foot,regular,0,0,0,0,1,0.56731117,0.52131563,0.017407013,0.72569513,0.042330362,incomplete,0.5159685611724854,0.5613616704940796,0.0049865879118442535,0.6368772983551025,0.03741820529103279,incomplete,1,9.4,44.9,28.0,45.2,20.82819101414312,42.483809527500576,7.668933094799704,18.6,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,J. Guisamano,1,47,32,81.0,89.9,93.9,43.0,34.6,5.11,right_foot,regular,0,1,1,0,0,0.6379232,0.732296,0.20359485,0.4366296,0.18094559,incomplete,0.4812113344669342,0.4814067482948303,0.023607343435287476,0.476524293422699,0.09814804792404175,incomplete,0,,,,,,,,,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,L. Cano,2,48,42,89.1,15.5,90.1,51.3,24.4,1.53,right_foot,regular,0,0,0,0,1,0.5243389,0.67988724,0.0471809,0.6067946,0.092229515,incomplete,0.588728666305542,0.7195826768875122,0.028047028928995132,0.5975155234336853,0.1343696266412735,incomplete,1,10.6,39.5,17.6,19.5,22.088908556248175,36.26103594450601,17.35173265006641,7.000000000000002,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,J. Bravo,2,54,26,89.6,89.7,89.7,83.4,4.3,4.74,left_foot,regular,0,0,0,0,0,0.006868141,0.008027494,0.00030938015,0.5723332,-0.0038660872,incomplete,0.006950693670660257,0.004648062866181135,0.00017634079267736524,0.7086595296859741,0.0009388882317580283,incomplete,0,,,,,,,,,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,B. Castillo,2,66,24,96.7,17.8,100.0,32.1,10.6,1.16,right_foot,regular,0,0,0,0,0,0.004462233,0.015054878,0.00027047298,0.04817031,-0.002288062,incomplete,0.006673291325569153,0.015670295804739,0.00015596571029163897,0.05539490282535553,-0.006707582622766495,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Libertad Fútbol Club,Barcelona SC,V. Branda,2,68,6,85.3,17.0,96.5,61.3,32.3,1.2,left_foot,regular,0,1,1,0,0,0.7303169,0.67201155,0.0035428838,0.34066704,0.09833448,incomplete,0.5290362238883972,0.5685053467750549,0.004063316620886326,0.3907482326030731,0.0363205261528492,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,B. Castillo,2,70,0,81.7,11.6,95.1,51.9,30.8,1.1,right_foot,regular,0,0,0,0,0,0.09819994,0.15651537,0.03190915,0.25486606,0.01353771,incomplete,0.14243893325328827,0.21455104649066925,0.032178327441215515,0.4692535400390625,-0.00025019931490533054,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,T. Martínez,2,70,51,92.6,90.0,92.8,17.7,49.2,4.72,left_foot,regular,0,1,0,0,0,0.8844217,0.10789146,0.002685577,0.02172318,0.0029813373,complete_no_shot,0.8382884860038757,0.21843686699867249,0.0010446968954056501,0.035403475165367126,0.0032977235969156027,complete_no_shot,0,,,,,,,,,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,Á. Rangel,2,71,0,97.3,10.7,96.9,84.1,49.9,1.58,right_foot,regular,0,1,0,0,0,0.85208726,0.030871619,0.00035162442,0.07381209,-0.0063655972,complete_no_shot,0.6100044250488281,0.015821680426597595,9.062428580364212e-05,0.1242365688085556,-0.007029073312878609,incomplete,0,,,,,,,,,left
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,T. Martínez,2,71,12,85.0,78.5,86.0,74.4,3.0,5.07,right_foot,regular,0,0,0,0,0,0.005274272,0.007983209,7.170324e-05,0.6861542,-0.004332317,incomplete,0.0031794130336493254,0.005370122846215963,3.4808021155186e-05,0.8374345898628235,-0.0051436228677630424,incomplete,0,,,,,,,,,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,L. Sosa,2,72,43,67.2,87.1,69.9,82.8,4.1,5.48,left_foot,regular,0,0,0,0,1,0.004181215,0.008158949,3.3202097e-05,0.84730864,0.0044198055,incomplete,0.0030874500516802073,0.007766259368509054,2.6237041311105713e-05,0.8743332624435425,0.0018563051708042622,incomplete,0,,,,,,,,,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,J. Mina,2,80,41,86.5,91.1,86.4,43.0,32.7,4.71,left_foot,regular,0,0,0,0,1,0.5289136,0.3122039,0.002973244,0.56628054,0.03275182,incomplete,0.5237748026847839,0.40089401602745056,0.00172745855525136,0.4528830647468567,0.026089945808053017,incomplete,1,12.9,56.3,21.7,52.8,24.2423535290017,59.929498107645976,7.569234091594407,8.799999999999999,right
2026-03-18_Libertad Fútbol Club - Barcelona SC,Barcelona SC,Libertad Fútbol Club,J. Mina,2,95,40,87.6,93.0,89.0,84.8,5.8,4.97,left_foot,regular,0,0,0,0,1,0.016945953,0.008154501,8.549043e-05,0.5625589,0.0036078824,incomplete,0.012710824608802795,0.0033869140315800905,2.749239865806885e-05,0.44318848848342896,0.004130564630031586,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Alman,1,11,5,88.8,13.8,88.3,17.6,2.6,1.77,left_foot,regular,0,0,0,0,1,0.0062609813,0.011908422,0.00018115502,0.8826713,0.0058808643,incomplete,0.01794256828725338,0.007466726005077362,0.0008118643891066313,0.8029351234436035,0.009551296941936016,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,G. Mina,1,11,15,81.5,91.4,85.9,82.2,7.8,5.35,left_foot,regular,0,0,0,0,0,0.010499207,0.008337966,9.315472e-05,0.3331677,0.0021966193,incomplete,0.01150902733206749,0.008082050830125809,0.00012085540947737172,0.2983648478984833,-0.0001299704163102433,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Jiménez,1,12,19,81.9,9.4,86.4,52.8,29.9,1.41,right_foot,regular,0,1,1,0,0,0.64777446,0.7001429,0.0040627434,0.6127679,0.088962585,incomplete,0.5923471450805664,0.6423446536064148,0.005260762292891741,0.575128436088562,0.08558811247348785,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,1,14,46,85.0,16.4,88.0,45.6,20.1,1.41,left_foot,regular,0,0,0,0,1,0.388286,0.38876054,0.021897903,0.80377245,0.030737793,incomplete,0.500836193561554,0.3298930525779724,0.006955625489354134,0.7638036608695984,0.04606814682483673,incomplete,1,9.5,62.6,27.7,40.0,20.90217991403159,66.79658595918262,27.645386179054523,18.2,left
2026-03-18_Manta FC - Guayaquil City FC,Guayaquil City FC,Manta FC,S. Laurino,1,15,51,83.1,84.6,92.0,40.5,31.4,5.01,left_foot,regular,0,1,1,0,0,0.5737378,0.5917013,0.014255764,0.51600975,0.06959408,incomplete,0.49988701939582825,0.6612157225608826,0.00664483243599534,0.4906725287437439,0.04596773907542229,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,G. Mina,1,17,36,77.0,87.2,89.2,31.6,39.9,5.04,left_foot,regular,0,0,0,0,0,0.67226714,0.27883306,0.010293862,0.23753706,0.008517548,incomplete,0.6612789630889893,0.3881383240222931,0.012113811448216438,0.4105939567089081,0.013445699587464333,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,1,20,57,76.5,8.3,93.7,53.4,35.6,1.04,right_foot,regular,0,0,0,0,0,0.3488608,0.533519,0.08155418,0.41275856,0.08315488,incomplete,0.45551973581314087,0.6969200372695923,0.007296237163245678,0.3315044641494751,0.1729968786239624,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Guayaquil City FC,Manta FC,J. Ayoví,1,29,0,96.2,26.6,94.7,59.3,22.3,1.64,right_foot,regular,0,1,0,0,0,0.87345415,0.6935104,0.0069586793,0.3447544,0.08204436,incomplete,0.8138498067855835,0.8559510707855225,0.0006752669578418136,0.6036834120750427,0.293583482503891,shot_no_goal,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Guayaquil City FC,Manta FC,J. Ayoví,1,30,44,72.9,13.4,80.0,19.7,8.6,0.52,right_foot,regular,0,0,0,0,1,0.00237534,0.004971344,0.00016667105,0.32345468,-0.00097601424,incomplete,0.010028352960944176,0.010885033756494522,0.000245178904151544,0.26881900429725647,0.0075747352093458176,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,G. Mina,1,35,32,78.7,87.4,90.3,61.7,21.3,5.32,left_foot,regular,0,0,0,0,0,0.38855153,0.3941374,0.003964307,0.73947865,0.023728142,incomplete,0.4829472303390503,0.258614182472229,0.0010890159755945206,0.7513439655303955,0.01682177744805813,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,G. Mina,1,46,37,66.5,87.7,81.2,58.1,25.4,5.37,left_foot,regular,0,0,0,0,1,0.36862803,0.04864664,0.0006680119,0.7448708,0.011841819,incomplete,0.26187875866889954,0.04236021637916565,0.00036624897620640695,0.7056621313095093,0.01096393633633852,incomplete,1,13.5,50.4,36.6,29.7,27.42849929795455,53.3813158596842,25.395297713823926,23.1,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,B. Ramírez,1,46,49,84.0,87.7,84.2,81.4,4.3,4.76,right_foot,regular,0,0,0,0,0,0.008296049,0.014587856,0.00021047227,0.46042338,0.0058365036,incomplete,0.015302632004022598,0.012099530547857285,0.00017334832227788866,0.5637349486351013,0.004345275461673737,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,1,48,34,80.1,19.2,95.9,86.6,48.7,1.22,right_foot,regular,0,0,0,0,1,0.88214815,0.12044616,0.0056618946,0.24816343,0.0102777155,complete_no_shot,0.9048680067062378,0.1341165453195572,0.001512068440206349,0.023992739617824554,0.008505898527801037,complete_no_shot,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Angulo,2,56,0,96.4,84.1,96.2,55.7,19.3,4.7,left_foot,regular,0,0,0,0,1,0.23418558,0.39091122,0.06632051,0.71509874,0.03490579,incomplete,0.19678832590579987,0.5119386911392212,0.08407433331012726,0.5860946774482727,0.03668138012290001,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,M. Ortíz,2,56,25,72.4,88.7,85.0,15.6,51.4,4.97,right_foot,regular,0,1,0,0,0,0.8871995,0.14511396,0.00090928556,0.02377688,0.0047061546,complete_no_shot,0.8462955951690674,0.15739040076732635,0.0015108637744560838,0.017756422981619835,0.006712604314088821,complete_no_shot,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,M. Valencia,2,56,44,78.0,13.5,95.4,49.3,30.4,0.93,right_foot,regular,0,0,0,0,1,0.1583922,0.18892974,0.09010871,0.17962429,0.026666563,incomplete,0.06046323850750923,0.15823104977607727,0.03125400096178055,0.08891181647777557,0.030031468719244003,incomplete,1,7.4,46.3,27.9,41.9,19.10474302013366,44.87100231060604,9.283501498438719,20.5,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,2,59,52,73.4,7.7,97.4,49.1,37.8,0.84,right_foot,regular,0,0,0,0,0,0.03503868,0.026687525,0.0006306019,0.04839635,-0.036616694,incomplete,0.0249120332300663,0.024261411279439926,0.0003761443367693573,0.0382680781185627,-0.04400831460952759,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Chalá,2,63,6,77.4,93.3,84.1,33.3,41.4,4.88,left_foot,regular,0,1,0,0,0,0.7283414,0.138309,0.0019890175,0.22904694,0.0014043944,incomplete,0.5478619337081909,0.13576631247997284,0.0027609786484390497,0.2877303659915924,0.003957442007958889,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,M. Valencia,2,63,46,84.9,5.8,91.9,35.4,21.4,1.22,right_foot,regular,0,0,0,0,1,0.36557764,0.13552174,0.0065651108,0.7183912,0.0154956225,incomplete,0.23784255981445312,0.1708211600780487,0.00933498702943325,0.7693765759468079,0.011392787098884583,incomplete,1,8.1,57.9,0.0,77.0,21.130870542094385,61.364251047647464,26.286695021773767,-8.1,left
2026-03-18_Manta FC - Guayaquil City FC,Guayaquil City FC,Manta FC,S. Laurino,2,66,18,84.7,92.9,100.0,58.5,29.1,5.35,left_foot,regular,0,0,0,0,0,0.017629435,0.024293536,0.00094147027,0.012977372,-0.006215095,incomplete,0.011704830452799797,0.021661708131432533,0.00044899218482896686,0.014873490668833256,-0.016203921288251877,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Chalá,2,67,22,87.5,88.5,89.0,47.9,27.7,4.77,left_foot,regular,0,0,0,0,1,0.51530224,0.64154756,0.017953956,0.63351923,0.078659125,incomplete,0.5538239479064941,0.7477757334709167,0.007649988867342472,0.5948615074157715,0.08348219096660614,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,2,67,59,91.3,5.8,91.9,32.7,18.3,1.54,right_foot,regular,0,1,0,0,0,0.58242416,0.15502897,0.0005531241,0.66494215,0.007355634,incomplete,0.2622968256473541,0.13849897682666779,0.0007782750762999058,0.7295464277267456,0.015592475421726704,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Chalá,2,72,58,88.0,92.4,95.1,51.0,29.1,4.97,left_foot,regular,0,0,0,0,0,0.16227813,0.0879576,0.036250997,0.23378974,0.021980524,incomplete,0.18398427963256836,0.09159031510353088,0.005953385028988123,0.21889124810695648,-0.015451491810381413,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,F. Asagidigbi,2,75,36,72.8,16.5,90.3,41.6,25.1,0.75,right_foot,regular,0,1,0,0,0,0.54170775,0.39991197,0.2468426,0.6043859,0.04952525,incomplete,0.43511390686035156,0.5735440850257874,0.27275845408439636,0.5691134333610535,0.03600824624300003,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,2,81,54,83.8,8.6,91.9,47.7,27.9,1.26,right_foot,regular,0,0,0,0,1,0.49160916,0.6817659,0.027891245,0.5092945,0.10792322,incomplete,0.5506365895271301,0.6780833005905151,0.040079910308122635,0.4818362891674042,0.06685219705104828,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Chalá,2,82,33,90.5,93.2,87.9,52.8,27.6,4.61,left_foot,regular,0,0,0,0,0,0.55805093,0.5496214,0.011635554,0.4415794,0.09931563,incomplete,0.6782774329185486,0.6295409798622131,0.006636159960180521,0.468672513961792,0.11104869842529297,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,2,84,24,88.8,11.0,94.3,48.2,25.9,1.35,right_foot,regular,0,0,0,0,1,0.40234065,0.6334872,0.032287482,0.44499075,0.13041812,incomplete,0.3385385274887085,0.6958557367324829,0.08515211194753647,0.3854023814201355,0.17156833410263062,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,D. Quintero,2,92,35,74.4,8.0,93.2,46.6,32.8,0.93,right_foot,regular,0,0,0,0,1,0.44392493,0.47170195,0.0038810538,0.46013445,0.05635015,incomplete,0.32074132561683655,0.38663485646247864,0.005015152972191572,0.3734356760978699,0.07825414836406708,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,D. Quintero,2,93,34,68.2,21.7,76.5,25.8,9.2,0.31,right_foot,regular,0,0,0,0,0,0.0025108089,0.005314065,0.0003301836,0.34805322,-0.007341498,incomplete,0.006016188766807318,0.007728945463895798,0.000830833159852773,0.4432230591773987,-0.0013785435585305095,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,M. Valencia,2,95,14,85.7,91.8,81.1,53.9,26.2,4.53,right_foot,regular,0,0,0,0,1,0.6739502,0.19058706,0.0034322534,0.5295803,0.049499094,incomplete,0.7665401697158813,0.2740558087825775,0.0017866452690213919,0.3629392683506012,0.053632952272892,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Chalá,2,95,19,82.5,89.6,97.6,52.2,30.0,5.27,left_foot,regular,0,0,0,0,0,0.10239215,0.036450334,0.0009629031,0.11449041,0.029789427,incomplete,0.1699090301990509,0.0075164376758039,0.001109057106077671,0.102651447057724,0.06541227549314499,incomplete,0,,,,,,,,,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,F. Asagidigbi,2,95,49,86.4,12.3,98.1,65.5,38.2,1.24,right_foot,regular,0,1,0,0,0,0.6796216,0.012736222,0.0017739842,0.3046091,0.0007437709,complete_no_shot,0.3871912360191345,0.012824727222323418,0.002214896958321333,0.3493536114692688,0.000630972150247544,incomplete,0,,,,,,,,,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,F. Asagidigbi,2,96,21,71.0,11.4,86.8,45.7,28.6,0.95,right_foot,regular,0,0,0,0,1,0.7063357,0.75283885,0.0016994639,0.6029005,0.09798543,incomplete,0.7573670744895935,0.5654038190841675,0.0007198501843959093,0.515803337097168,0.08705351501703262,incomplete,1,8.8,52.7,37.4,54.8,23.26550267077791,50.82146481854484,14.683758270274772,28.599999999999998,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,A. Medina,2,97,8,76.0,15.8,88.4,42.7,22.5,0.95,right_foot,regular,0,0,0,0,1,0.43921202,0.4050932,0.036318377,0.77358246,0.04886095,incomplete,0.5120445489883423,0.26780855655670166,0.009065264835953712,0.7950844764709473,0.032527338713407516,incomplete,1,8.5,46.4,15.2,63.9,23.26550267077791,45.7485468834335,19.86271843366958,6.699999999999999,left
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,J. Chalá,2,97,25,84.7,88.3,89.3,50.4,26.2,4.9,left_foot,regular,0,0,0,0,1,0.5074472,0.4532172,0.0061769285,0.51587695,0.041896302,incomplete,0.5064458250999451,0.590758204460144,0.005346252117305994,0.48885664343833923,0.07320093363523483,incomplete,1,12.2,38.5,24.8,48.5,25.16644705275069,41.18216453881953,7.327004795916274,12.600000000000001,right
2026-03-18_Manta FC - Guayaquil City FC,Manta FC,Guayaquil City FC,F. Asagidigbi,2,99,0,97.6,16.0,97.2,18.6,1.8,1.8,right_foot,regular,0,0,0,0,1,0.021553703,0.028910762,6.781052e-05,0.9209177,0.010785881,incomplete,0.05218857526779175,0.012660663574934006,0.00019555812468752265,0.8427270650863647,0.00963292084634304,incomplete,0,,,,,,,,,left
