player_name,shots_n,goals,xg,psxg,xgot,seasons,conv_rate,goals_minus_xg,goals_minus_psxg
A. Abdi,16,3,2.238393545150757,1.6861244771862403,1.6582295410335064,1,0.1875,0.7616064548492432,1.3138755228137597
A. Abid,22,2,1.864007968455553,1.8100194269791245,2.132304923492484,1,0.09090909090909091,0.13599203154444695,0.18998057302087545
A. Abqar,7,0,0.23815729841589928,0.2762702584732324,0.2641509473323822,1,0.0,-0.23815729841589928,-0.2762702584732324
A. Adams,61,10,8.618419558629395,8.177134982314893,9.298418580442668,1,0.16393442622950818,1.3815804413706054,1.822865017685107
A. Adelgaard,10,1,0.31281281262636185,0.329498560866341,0.3451407252578065,1,0.1,0.6871871873736382,0.670501439133659
A. Adli,20,3,2.12101411819458,2.426590744755231,2.427019100636244,1,0.15,0.8789858818054199,0.5734092552447692
A. Ahmedhodžić,15,0,1.2726805433630943,0.23160459904465824,0.10436432808637619,1,0.0,-1.2726805433630943,-0.23160459904465824
A. Ait El Hadj,42,2,3.876419648528099,4.934218024718575,4.837911181035452,1,0.047619047619047616,-1.876419648528099,-2.934218024718575
A. Alégué,27,1,1.769244288909249,1.3402724714251235,1.300075376406312,1,0.037037037037037035,-0.769244288909249,-0.3402724714251235
A. Arena,2,0,0.20837460458278656,0.012487138039432466,0.0,1,0.0,-0.20837460458278656,-0.012487138039432466
A. Armstrong,18,2,2.7095475205779076,1.5431912351259962,1.4007548289000988,1,0.1111111111111111,-0.7095475205779076,0.4568087648740038
A. Atta,57,5,4.524133194121532,3.6072194968583062,4.269875297206454,1,0.08771929824561403,0.47586680587846786,1.3927805031416938
A. Avom,22,3,2.2150665521621704,2.7995434979675338,2.6179639268666506,1,0.13636363636363635,0.7849334478378296,0.20045650203246623
A. Ayew,25,1,3.392959851771593,2.405773469945416,2.5828745141625404,1,0.04,-2.392959851771593,-1.4057734699454159
A. Aït Boudlal,13,2,1.279444880783558,2.6692951292498037,2.6035059988498688,1,0.15384615384615385,0.7205551192164421,-0.6692951292498037
A. Bamba,3,0,0.19821270927786827,0.28142525057774037,0.16658363677561283,1,0.0,-0.19821270927786827,-0.28142525057774037
A. Barco,8,0,0.4995339587330818,0.011289143818430603,0.0,1,0.0,-0.4995339587330818,-0.011289143818430603
A. Barnes,2,0,0.33256328850984573,0.28922760486602783,0.302325576543808,1,0.0,-0.33256328850984573,-0.28922760486602783
A. Bastoni,17,1,1.366820190101862,1.3866840325063094,0.6327554639428854,1,0.058823529411764705,-0.36682019010186195,-0.38668403250630945
A. Beka Beka,8,1,0.46021535620093346,0.6209425223059952,0.698368443059735,1,0.125,0.5397846437990665,0.3790574776940048
A. Bella-Kotchap,3,0,0.1867406703531742,0.003000000142492354,0.0,1,0.0,-0.1867406703531742,-0.003000000142492354
A. Belotti,6,2,1.6891802483797074,2.0719464813219384,2.2268362948298455,1,0.3333333333333333,0.31081975162029263,-0.07194648132193837
A. Benedyczak,8,1,1.3480163076519966,1.7110133304586634,1.7232689940929413,1,0.125,-0.34801630765199665,-0.7110133304586634
A. Bermont,4,0,0.1810898631811142,0.09066994837485254,0.15631237998604774,1,0.0,-0.1810898631811142,-0.09066994837485254
A. Bernede,21,1,1.4807494095293805,0.9179316790541634,1.049506813287735,1,0.047619047619047616,-0.4807494095293805,0.0820683209458366
A. Bernier,41,7,4.051400914788246,4.741044728667475,4.614692143979482,1,0.17073170731707318,2.948599085211754,2.2589552713325247
A. Bertaccini,65,7,6.900944385677576,9.196202316205017,9.302932532387786,1,0.1076923076923077,0.09905561432242393,-2.1962023162050173
A. Bewene,18,0,1.2072973529575393,2.047001964179799,1.7135287821292877,1,0.0,-1.2072973529575393,-2.047001964179799
A. Bibout,49,6,7.415203608456068,6.9305638109799474,6.496948979794979,1,0.12244897959183673,-1.4152036084560677,-0.9305638109799474
A. Binar,1,0,0.05756358802318573,0.0038314175326377153,0.0,1,0.0,-0.05756358802318573,-0.0038314175326377153
A. Blake,41,3,3.635114216208458,4.54539471488446,4.2206598285911605,1,0.07317073170731707,-0.635114216208458,-1.54539471488446
A. Bonny,22,5,3.638265820220113,3.7712896056473255,3.584930695593357,1,0.22727272727272727,1.3617341797798872,1.2287103943526745
A. Boršić,14,2,0.5400886997813359,1.3825480649247766,1.0126312021166086,1,0.14285714285714285,1.459911300218664,0.6174519350752234
A. Bouaddi,16,0,1.522027961909771,1.3783940982539207,1.422208022326231,1,0.0,-1.522027961909771,-1.3783940982539207
A. Bouwman,7,1,0.4392336383461952,0.9261186076328158,0.8341909423470497,1,0.14285714285714285,0.5607663616538048,0.07388139236718416
A. Broja,16,1,2.4219699651002884,1.4339174337219447,1.3626998849213123,1,0.0625,-1.4219699651002884,-0.4339174337219447
A. Budimir,103,17,17.839174462067895,18.073488492919132,18.78648182149511,1,0.1650485436893204,-0.8391744620678949,-1.0734884929191324
A. Buksa,12,3,1.722284384071827,2.8958345308201388,2.895537406206131,1,0.25,1.277715615928173,0.10416546917986125
A. Bulatović,11,0,0.7146530784666538,0.7912530663888901,0.932442419230938,1,0.0,-0.7146530784666538,-0.7912530663888901
A. Buongiorno,8,0,0.9123074933886528,1.0203603657428175,0.9351335689425468,1,0.0,-0.9123074933886528,-1.0203603657428175
A. Bužek,16,1,0.888680849224329,0.7358064000727609,0.8397123143076897,1,0.0625,0.111319150775671,0.2641935999272391
A. Calabresi,4,0,0.252397533506155,0.29891225800383836,0.4615384638309479,1,0.0,-0.252397533506155,-0.29891225800383836
A. Camara,24,1,2.5395283848047256,2.015601271414198,1.8786077052354813,1,0.041666666666666664,-1.5395283848047256,-1.015601271414198
A. Cambiaso,28,5,4.4371693432331085,5.026920257369056,5.439654866233468,1,0.17857142857142858,0.5628306567668915,-0.026920257369056344
A. Caracciolo,26,3,2.969344554352574,1.9315951506141573,2.6525280326604843,1,0.11538461538461539,0.03065544564742595,1.0684048493858427
A. Carlén,8,0,0.4084096159785986,0.29679459950421005,0.2232142835855484,1,0.0,-0.4084096159785986,-0.29679459950421005
