season,match_file,date,match,team_id,team,player_id,player,minutes,saves,claims,keeper_pickups,keeper_sweeper_actions,punches,smothers,penalties_faced,gk_actions,passes,completed_passes,accurate_long_passes,accurate_short_medium_passes,avg_pass_length_sum,xt,pass_value_over_expected,pass_completion_oe,progressive_passes,fouls,cards,losses,ga_on,gf_on,shots_faced,on_target_faced,goals_conceded_run_of_play,psxg_faced,xgot_saved_sum,big_chances_faced,big_chance_goals_conceded,penalties_faced_shots,penalty_saves,penalty_goals_conceded,crosses_faced,errors,goals_conceded,gpae,claim_actions,sweeper_actions_total
Ecuador 2026,2026-02-22_Delfín SC - CD Cuenca.json,2026-02-22,Delfín SC - CD Cuenca,6gcr0sc8ei7umo38l346y7n7,CD Cuenca,5pxbdolaky90924vazle1pm1h,5pxbdolaky90924vazle1pm1h,99.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,4,1,0.859645706564188,0.109234319999814,1,1,1,0,1,18,0.0,1.0,-0.14035429343581196,0.0,0.0
Ecuador 2026,2026-02-22_Delfín SC - CD Cuenca.json,2026-02-22,Delfín SC - CD Cuenca,82lpmyui5ugjg53te2h5p5evr,Delfín SC,3ri89ytafhurmpjxkebk7bxed,3ri89ytafhurmpjxkebk7bxed,99.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,2,0,0.3146052323281765,0.40020422823727125,0,0,0,0,0,26,0.0,0.0,0.3146052323281765,0.0,0.0
Ecuador 2026,2026-02-23_Libertad Fútbol Club - Manta FC.json,2026-02-23,Libertad Fútbol Club - Manta FC,37k9jifjhdcnb31yzzkmo7uhg,Manta FC,78l1rwvsx7po2qsw9oibzajmx,78l1rwvsx7po2qsw9oibzajmx,100.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,1,0,0.6111111044883728,0.6594594717025757,0,0,0,0,0,16,0.0,0.0,0.6111111044883728,0.0,0.0
Ecuador 2026,2026-02-23_Libertad Fútbol Club - Manta FC.json,2026-02-23,Libertad Fútbol Club - Manta FC,5yyskw5mk1al71eis8hpcqmxi,Libertad Fútbol Club,3i5euiilp79svufhu6slwnswk,3i5euiilp79svufhu6slwnswk,100.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,7,1,1.2024079926777629,0.5672146975994108,0,0,0,0,0,35,0.0,1.0,0.20240799267776288,0.0,0.0
Ecuador 2026,2026-02-27_CD Técnico Universitario - Orense SC.json,2026-02-27,CD Técnico Universitario - Orense SC,ejshnwzjsikkdhm6ynf40xik5,CD Técnico Universitario,1ey2z21drmkif486uuu6ytqms,S. Razzeto,101.15,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,17.0,14.0,3.0,11.0,493.4316931424353,0.5348672513378838,0.2688795901835465,2.013278396322808,8.0,0.0,0.0,7.0,1.0,1.0,12,3,1,0.5635932609438896,0.1353377792984246,1,0,0,0,0,14,0.0,1.0,-0.4364067390561104,0.0,5.0
Ecuador 2026,2026-02-27_CD Técnico Universitario - Orense SC.json,2026-02-27,CD Técnico Universitario - Orense SC,f2yd0yzt0om6qhks9gbowu1d6,Orense SC,7ww4nc2olcox6pyggzepjth0q,R. Silva,101.15,4.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0,34.0,18.0,13.0,5.0,1737.7774051038575,3.5527231655614133,1.194820157229988,3.395229591820801,14.0,1.0,0.0,20.0,1.0,1.0,14,5,1,2.0506233293563128,1.3612643275409937,0,0,0,0,0,42,0.0,1.0,1.0506233293563128,1.0,8.0
Ecuador 2026,2026-02-28_CS Emelec - Delfín SC.json,2026-02-28,CS Emelec - Delfín SC,82lpmyui5ugjg53te2h5p5evr,CS Emelec,3ri89ytafhurmpjxkebk7bxed,B. Heras,102.66666666666669,4.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0,32.0,13.0,6.0,7.0,1477.767649378755,1.5896687073420614,-0.648452898384362,-2.458688161807592,9.0,1.0,1.0,20.0,1.0,1.0,11,5,1,0.5965377055108545,0.4210207927972076,0,0,0,0,0,23,0.0,1.0,-0.4034622944891455,0.0,9.0
Ecuador 2026,2026-02-28_CS Emelec - Delfín SC.json,2026-02-28,CS Emelec - Delfín SC,8cwds1t3cfvn3x0jswsti8mq4,Delfín SC,4vgrs0md7is0ix07my83dlwix,4vgrs0md7is0ix07my83dlwix,102.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13,4,1,0.8678650157526134,0.5759027916938064,0,0,0,0,0,12,0.0,1.0,-0.13213498424738657,0.0,0.0
Ecuador 2026,2026-02-28_Guayaquil City FC - SD Aucas.json,2026-02-28,Guayaquil City FC - SD Aucas,6qtl2ep6r5k1m3y6t8uh57y0g,Guayaquil City FC,yfktjm0jc09skdfddl3ndyvp,H. Piedra,105.63333333333334,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,10.0,10.0,6.0,4.0,347.24230480899206,0.5696332394149852,0.4016196924467371,3.605913509765749,6.0,0.0,0.0,1.0,1.0,1.0,3,2,1,0.4104040712118148,0.2232142835855484,0,0,0,0,0,13,0.0,1.0,-0.5895959287881851,1.0,2.0
Ecuador 2026,2026-02-28_Guayaquil City FC - SD Aucas.json,2026-02-28,Guayaquil City FC - SD Aucas,a89x9w22vg0m6q3rnlad8qgmt,SD Aucas,c1aju0uc38c9zy2qvljzizo16,G. Napa,70.83333333333333,3.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0,24.0,18.0,8.0,10.0,911.3052688799764,1.442656603692865,0.5740842625696394,3.272342773415309,9.0,0.0,0.0,11.0,1.0,1.0,21,6,1,2.7070986860990525,1.8512225709855556,3,1,1,0,1,30,0.0,1.0,1.7070986860990525,1.0,3.0
Ecuador 2026,2026-02-28_Leones FC - Libertad Fútbol Club.json,2026-02-28,Leones FC - Libertad Fútbol Club,1ixo4545wkh4oe83osm4tg0a2,Leones FC,76p1xfg3sztqk60s7ic2fzywa,J. Angulo,99.98333333333332,2.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0,33.0,19.0,10.0,9.0,1596.2633603385282,1.8181577857295657,-0.0746948726564211,2.956204583909217,12.0,1.0,0.0,25.0,1.0,1.0,15,3,1,0.9231409480562432,0.4551282078027725,0,0,0,0,0,32,0.0,1.0,-0.07685905194375675,1.0,6.0
Ecuador 2026,2026-02-28_Leones FC - Libertad Fútbol Club.json,2026-02-28,Leones FC - Libertad Fútbol Club,37k9jifjhdcnb31yzzkmo7uhg,Libertad Fútbol Club,78l1rwvsx7po2qsw9oibzajmx,D. Cabezas,99.98333333333332,5.0,0.0,12.0,1.0,0.0,1.0,0.0,19.0,33.0,29.0,10.0,19.0,991.6222013838096,0.5208653533451083,-0.2259359742851668,5.234377665537017,15.0,0.0,0.0,14.0,1.0,1.0,20,6,1,1.7639911100268364,1.7570714130997658,0,0,0,0,0,17,0.0,1.0,0.7639911100268364,1.0,13.0
Ecuador 2026,2026-03-01_CD Cuenca - Barcelona SC.json,2026-03-01,CD Cuenca - Barcelona SC,50127xit7gxvh20pvvv2lyh0r,CD Cuenca,6s4zfgjux2gk9sauqc1bm9h49,6s4zfgjux2gk9sauqc1bm9h49,103.66666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12,3,2,1.2147140018641949,0.0309734512120485,0,0,0,0,0,12,1.0,2.0,-0.7852859981358051,0.0,0.0
Ecuador 2026,2026-03-01_CD Cuenca - Barcelona SC.json,2026-03-01,CD Cuenca - Barcelona SC,6gcr0sc8ei7umo38l346y7n7,Barcelona SC,5pxbdolaky90924vazle1pm1h,F. Ferrero,103.66666666666669,2.0,1.0,4.0,2.0,1.0,0.0,0.0,10.0,35.0,24.0,19.0,5.0,1860.521903804069,5.381969707255959,2.885036220838454,9.39138379640498,18.0,0.0,0.0,13.0,1.0,2.0,12,3,1,0.9681169390678405,0.585190312936902,1,0,0,0,0,22,0.0,1.0,-0.031883060932159535,2.0,6.0
Ecuador 2026,2026-03-01_Liga Deportiva Universitaria de Quito - CSD Macará.json,2026-03-01,Liga Deportiva Universitaria de Quito - CSD Macará,4c7u4ex3h310j2unfmd4uc18v,CSD Macará,5l65srfeepsxm6qw7m5hib1zp,R. Rodríguez,104.91666666666669,4.0,2.0,6.0,0.0,0.0,1.0,0.0,13.0,33.0,19.0,13.0,6.0,1762.2036950668898,2.440888346790437,0.6978659700627826,5.4742313575325765,17.0,1.0,0.0,31.0,0.0,2.0,15,4,0,0.9807136207818983,0.9672489929944277,0,0,0,0,0,26,0.0,0.0,0.9807136207818983,3.0,6.0
Ecuador 2026,2026-03-01_Liga Deportiva Universitaria de Quito - CSD Macará.json,2026-03-01,Liga Deportiva Universitaria de Quito - CSD Macará,cxb4hqite921i36gwrezdts7c,Liga Deportiva Universitaria de Quito,d7d208zfvkuvjaba38rlcjxl,G. Valle,104.91666666666669,4.0,1.0,9.0,0.0,0.0,0.0,0.0,14.0,42.0,36.0,5.0,31.0,1069.196009959098,0.6527765445391085,-0.3193740187026536,3.3906898965088432,19.0,0.0,0.0,21.0,2.0,0.0,10,6,2,1.2358425352722404,0.1763123795390126,2,2,0,0,0,15,1.0,2.0,-0.7641574647277596,1.0,9.0
Ecuador 2026,2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador.json,2026-03-01,Mushuc Runa SC - CD Universidad Católica del Ecuador,6ov7iz5ful0e0g2epaydpzzn,CD Universidad Católica del Ecuador,ds6cj14h4ho2iftn5k6qtwqcq,R. Formento,102.28333333333332,4.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,34.0,22.0,20.0,2.0,1679.4417608015651,1.815612865104998,0.3819706438641818,6.206253215069803,19.0,0.0,0.0,20.0,0.0,0.0,7,2,0,0.6440058350563049,0.633381724357605,1,0,0,0,0,17,0.0,0.0,0.6440058350563049,0.0,6.0
Ecuador 2026,2026-03-01_Mushuc Runa SC - CD Universidad Católica del Ecuador.json,2026-03-01,Mushuc Runa SC - CD Universidad Católica del Ecuador,85tqel61vdk8sfz1vsb1jykk7,Mushuc Runa SC,ak80zcoqllp87ubfbrenem3f9,ak80zcoqllp87ubfbrenem3f9,102.28333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,0,0.4143732488155364,0.5126442313194274,0,0,0,0,0,19,0.0,0.0,0.4143732488155364,0.0,0.0
Ecuador 2026,2026-03-02_Manta FC - CSD Independiente del Valle.json,2026-03-02,Manta FC - CSD Independiente del Valle,5yyskw5mk1al71eis8hpcqmxi,CSD Independiente del Valle,3i5euiilp79svufhu6slwnswk,F. Zambrano,96.16666666666669,3.0,0.0,10.0,1.0,0.0,0.0,0.0,14.0,26.0,10.0,6.0,4.0,1302.318293913786,2.1092417333650872,-0.2169813964768424,-1.6126504779052278,7.0,0.0,0.0,18.0,2.0,0.0,21,5,2,2.1759399622678757,0.7728548049926757,3,2,0,0,0,27,0.0,2.0,0.17593996226787567,0.0,11.0
Ecuador 2026,2026-03-02_Manta FC - CSD Independiente del Valle.json,2026-03-02,Manta FC - CSD Independiente del Valle,ddkiejug4w4ri9ch2fnnen6yw,Manta FC,bste7p03uqfxwctht51djzdhw,bste7p03uqfxwctht51djzdhw,96.16666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6,0,0,0.0,0.0,2,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0
Ecuador 2026,2026-03-06_Delfín SC - Guayaquil City FC.json,2026-03-06,Delfín SC - Guayaquil City FC,82lpmyui5ugjg53te2h5p5evr,Delfín SC,3ri89ytafhurmpjxkebk7bxed,B. Heras,101.68333333333334,2.0,0.0,16.0,2.0,0.0,1.0,0.0,21.0,27.0,20.0,14.0,6.0,1142.485117661705,2.5483484659936138,0.9035471526258472,4.952989798470927,16.0,0.0,0.0,9.0,0.0,1.0,6,2,0,0.4629999995231628,0.4604249224066733,0,0,0,0,0,19,0.0,0.0,0.4629999995231628,1.0,18.0
Ecuador 2026,2026-03-06_Delfín SC - Guayaquil City FC.json,2026-03-06,Delfín SC - Guayaquil City FC,a89x9w22vg0m6q3rnlad8qgmt,Guayaquil City FC,c1aju0uc38c9zy2qvljzizo16,G. Napa,101.68333333333334,2.0,0.0,5.0,0.0,1.0,1.0,1.0,10.0,34.0,28.0,7.0,21.0,1055.060029787589,0.1707147153512898,-0.7871806730712523,3.555178836998805,6.0,0.0,0.0,9.0,1.0,0.0,10,3,1,0.8911578943580388,0.0519480518996715,1,1,1,0,1,23,0.0,1.0,-0.10884210564196117,2.0,5.0
Ecuador 2026,2026-03-07_Barcelona SC - CS Emelec.json,2026-03-07,Barcelona SC - CS Emelec,50127xit7gxvh20pvvv2lyh0r,Barcelona SC,8h8jemf6sbtrmykbgc6go4gk5,J. Contreras,101.01666666666668,2.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,24.0,16.0,9.0,7.0,948.9711452891158,0.7736097961991558,-0.248955865488116,1.779649842382398,8.0,0.0,0.0,12.0,0.0,1.0,9,2,0,0.6364679038524628,0.7353479862213135,0,0,0,0,0,26,0.0,0.0,0.6364679038524628,2.0,4.0
Ecuador 2026,2026-03-07_Barcelona SC - CS Emelec.json,2026-03-07,Barcelona SC - CS Emelec,8cwds1t3cfvn3x0jswsti8mq4,CS Emelec,4vgrs0md7is0ix07my83dlwix,P. Ortíz,101.01666666666668,4.0,1.0,8.0,0.0,0.0,0.0,0.0,13.0,32.0,26.0,15.0,11.0,1212.127208308537,1.4098210517843504,0.0513309685288721,6.194024412280117,20.0,0.0,0.0,6.0,1.0,0.0,17,5,1,0.6251416569575665,0.1353377792984246,2,0,0,0,0,16,0.0,1.0,-0.3748583430424335,1.0,8.0
Ecuador 2026,2026-03-07_CSD Independiente del Valle - Mushuc Runa SC.json,2026-03-07,CSD Independiente del Valle - Mushuc Runa SC,6ov7iz5ful0e0g2epaydpzzn,CSD Independiente del Valle,ds6cj14h4ho2iftn5k6qtwqcq,R. Formento,105.28333333333332,1.0,1.0,11.0,0.0,0.0,1.0,0.0,14.0,44.0,21.0,14.0,7.0,2428.063090771622,3.6782380181312897,0.7134065260336699,4.208361844675834,16.0,0.0,0.0,30.0,3.0,1.0,21,4,3,0.46255401521921147,0.0309734512120485,1,1,0,0,0,33,0.0,3.0,-2.5374459847807884,2.0,11.0
Ecuador 2026,2026-03-07_CSD Independiente del Valle - Mushuc Runa SC.json,2026-03-07,CSD Independiente del Valle - Mushuc Runa SC,ddkiejug4w4ri9ch2fnnen6yw,Mushuc Runa SC,bste7p03uqfxwctht51djzdhw,M. Peralta,105.28333333333332,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,21.0,20.0,5.0,15.0,535.4540039384356,0.6370793484749048,0.2477347144742299,3.481150508572929,11.0,0.0,0.0,4.0,1.0,3.0,7,4,1,1.138852779753506,0.6872010678052902,0,0,0,0,0,13,0.0,1.0,0.13885277975350596,0.0,2.0
Ecuador 2026,2026-03-07_Libertad Fútbol Club - Liga Deportiva Universitaria de Quito.json,2026-03-07,Libertad Fútbol Club - Liga Deportiva Universitaria de Quito,37k9jifjhdcnb31yzzkmo7uhg,Liga Deportiva Universitaria de Quito,78l1rwvsx7po2qsw9oibzajmx,D. Cabezas,101.46666666666668,3.0,0.0,12.0,0.0,0.0,0.0,1.0,16.0,43.0,26.0,12.0,14.0,1933.488730920688,1.3548795025159717,-0.3167140834792028,4.198886361764342,19.0,0.0,0.0,33.0,1.0,2.0,14,4,1,1.6631348514556885,1.1452463045716286,1,1,1,0,1,28,1.0,1.0,0.6631348514556885,0.0,12.0
Ecuador 2026,2026-03-07_Libertad Fútbol Club - Liga Deportiva Universitaria de Quito.json,2026-03-07,Libertad Fútbol Club - Liga Deportiva Universitaria de Quito,cxb4hqite921i36gwrezdts7c,Libertad Fútbol Club,d7d208zfvkuvjaba38rlcjxl,G. Valle,101.46666666666668,6.0,0.0,14.0,2.0,1.0,0.0,0.0,23.0,33.0,27.0,5.0,22.0,948.77536437663,0.9829412232958372,0.7232803252306061,4.8876769917206,11.0,0.0,0.0,16.0,2.0,1.0,17,8,2,1.7968939868733287,0.9997757356613874,1,0,0,0,0,11,1.0,2.0,-0.20310601312667131,1.0,16.0
Ecuador 2026,2026-03-08_CD Universidad Católica del Ecuador - Leones FC.json,2026-03-08,CD Universidad Católica del Ecuador - Leones FC,1ixo4545wkh4oe83osm4tg0a2,CD Universidad Católica del Ecuador,76p1xfg3sztqk60s7ic2fzywa,J. Angulo,98.76666666666668,2.0,0.0,9.0,2.0,0.0,1.0,1.0,15.0,34.0,26.0,11.0,15.0,1112.1786007332696,1.4511817750948086,0.1961574193259199,2.4052702860538053,15.0,0.0,0.0,11.0,3.0,0.0,15,5,3,2.4460193300247193,0.971318685412407,1,0,1,1,0,27,0.0,3.0,-0.5539806699752807,1.0,11.0
Ecuador 2026,2026-03-08_CD Universidad Católica del Ecuador - Leones FC.json,2026-03-08,CD Universidad Católica del Ecuador - Leones FC,85tqel61vdk8sfz1vsb1jykk7,Leones FC,ak80zcoqllp87ubfbrenem3f9,R. Romo,98.76666666666668,2.0,0.0,7.0,1.0,2.0,0.0,0.0,12.0,28.0,22.0,9.0,13.0,970.0535091712886,1.3056047700228035,0.4265034672173359,3.885868550217894,12.0,0.0,0.0,9.0,0.0,3.0,10,2,0,0.0299867587164043,0.0,0,0,0,0,0,20,0.0,0.0,0.0299867587164043,2.0,8.0
Ecuador 2026,2026-03-08_CSD Macará - CD Técnico Universitario.json,2026-03-08,CSD Macará - CD Técnico Universitario,4c7u4ex3h310j2unfmd4uc18v,CD Técnico Universitario,5l65srfeepsxm6qw7m5hib1zp,R. Rodríguez,102.83333333333331,1.0,0.0,7.0,0.0,0.0,1.0,0.0,9.0,29.0,23.0,10.0,13.0,1049.8388506830677,0.4670733979811909,-0.5265640066274251,4.5790126667150455,20.0,2.0,0.0,10.0,1.0,1.0,13,2,1,0.4818356037139892,0.1565836369991302,0,0,0,0,0,27,0.0,1.0,-0.5181643962860107,1.0,7.0
Ecuador 2026,2026-03-08_CSD Macará - CD Técnico Universitario.json,2026-03-08,CSD Macará - CD Técnico Universitario,ejshnwzjsikkdhm6ynf40xik5,CSD Macará,1ey2z21drmkif486uuu6ytqms,S. Razzeto,102.83333333333331,2.0,0.0,3.0,1.0,3.0,0.0,0.0,9.0,23.0,11.0,2.0,9.0,1089.7884161150716,0.3849149153840939,-0.3029139651403122,0.1844599912256759,6.0,0.0,0.0,20.0,1.0,1.0,7,3,1,0.888706050813198,0.08292150311172,1,1,0,0,0,21,0.0,1.0,-0.11129394918680202,3.0,4.0
Ecuador 2026,2026-03-08_SD Aucas - CD Cuenca.json,2026-03-08,SD Aucas - CD Cuenca,6gcr0sc8ei7umo38l346y7n7,SD Aucas,5pxbdolaky90924vazle1pm1h,F. Ferrero,100.36666666666666,4.0,3.0,10.0,0.0,1.0,0.0,0.0,18.0,43.0,28.0,15.0,13.0,1911.5897042595636,2.335695239269365,0.1954520236144344,4.732028691617773,16.0,1.0,0.0,19.0,0.0,1.0,13,4,0,0.8894381293794139,1.224056901410222,1,0,0,0,0,35,0.0,0.0,0.8894381293794139,4.0,10.0
Ecuador 2026,2026-03-08_SD Aucas - CD Cuenca.json,2026-03-08,SD Aucas - CD Cuenca,6qtl2ep6r5k1m3y6t8uh57y0g,CD Cuenca,yfktjm0jc09skdfddl3ndyvp,H. Piedra,100.36666666666666,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,21.0,15.0,5.0,10.0,794.9805714274115,1.352827594537058,0.2604477026027675,2.2836005688989647,9.0,0.0,0.0,7.0,1.0,0.0,9,1,1,0.1453674137592315,0.0,0,0,0,0,0,11,0.0,1.0,-0.8546325862407684,1.0,4.0
Ecuador 2026,2026-03-09_Orense SC - Manta FC.json,2026-03-09,Orense SC - Manta FC,5yyskw5mk1al71eis8hpcqmxi,Orense SC,3i5euiilp79svufhu6slwnswk,F. Zambrano,105.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,11.0,29.0,25.0,12.0,13.0,996.2177575078372,1.7378500896391722,0.5543891142664824,5.807079497224976,15.0,0.0,0.0,4.0,1.0,1.0,11,2,1,0.6825396791100502,0.0309734512120485,1,0,0,0,0,27,0.0,1.0,-0.3174603208899498,2.0,8.0
